Component_number,Position_number,Velocity,Time_stamp,Scratch_type,Trial_number,Group_number
176,34,59,0.361,Chirp,1,1
176,34,59,0.362,Chirp,1,1
176,34,60,0.363,Chirp,1,1
176,34,58,0.364,Chirp,1,1
176,34,60,0.365,Chirp,1,1
176,34,60,0.366,Chirp,1,1
176,34,60,0.367,Chirp,1,1
176,34,60,0.368,Chirp,1,1
176,34,60,0.369,Chirp,1,1
176,34,61,0.37,Chirp,1,1
176,34,61,0.371,Chirp,1,1
176,34,61,0.372,Chirp,1,1
176,34,61,0.373,Chirp,1,1
176,34,61,0.374,Chirp,1,1
176,34,62,0.376,Chirp,1,1
176,34,62,0.376,Chirp,1,1
176,34,62,0.377,Chirp,1,1
176,34,62,0.378,Chirp,1,1
176,34,62,0.379,Chirp,1,1
176,34,63,0.38,Chirp,1,1
176,34,63,0.381,Chirp,1,1
176,34,63,0.382,Chirp,1,1
176,34,63,0.383,Chirp,1,1
176,34,63,0.384,Chirp,1,1
176,34,63,0.385,Chirp,1,1
176,34,65,0.393,Chirp,1,1
176,34,65,0.395,Chirp,1,1
176,34,65,0.396,Chirp,1,1
144,54,0,0.397,Chirp,1,1
144,54,127,3.983,Chirp,2,1
176,34,66,3.983,Chirp,2,1
176,34,66,3.984,Chirp,2,1
176,34,66,3.985,Chirp,2,1
176,34,66,3.986,Chirp,2,1
176,34,66,3.987,Chirp,2,1
176,34,67,3.988,Chirp,2,1
176,34,67,3.989,Chirp,2,1
176,34,68,3.99,Chirp,2,1
176,34,67,3.991,Chirp,2,1
176,34,68,3.992,Chirp,2,1
176,34,69,3.993,Chirp,2,1
176,34,69,3.994,Chirp,2,1
176,34,69,3.995,Chirp,2,1
176,34,69,3.996,Chirp,2,1
176,34,69,3.997,Chirp,2,1
176,34,71,3.998,Chirp,2,1
176,34,69,3.999,Chirp,2,1
176,34,71,4,Chirp,2,1
176,34,70,4.001,Chirp,2,1
176,34,71,4.002,Chirp,2,1
176,34,72,4.003,Chirp,2,1
176,34,71,4.004,Chirp,2,1
176,34,72,4.005,Chirp,2,1
176,34,71,4.006,Chirp,2,1
176,34,71,4.007,Chirp,2,1
176,34,74,4.008,Chirp,2,1
176,34,71,4.01,Chirp,2,1
176,34,72,4.01,Chirp,2,1
176,34,71,4.011,Chirp,2,1
176,34,72,4.012,Chirp,2,1
176,34,74,4.013,Chirp,2,1
176,34,73,4.014,Chirp,2,1
176,34,73,4.015,Chirp,2,1
176,34,72,4.016,Chirp,2,1
176,34,73,4.017,Chirp,2,1
176,34,75,4.018,Chirp,2,1
176,34,72,4.019,Chirp,2,1
176,34,73,4.02,Chirp,2,1
176,34,73,4.021,Chirp,2,1
176,34,73,4.022,Chirp,2,1
176,34,75,4.023,Chirp,2,1
176,34,73,4.024,Chirp,2,1
176,34,73,4.025,Chirp,2,1
176,34,73,4.026,Chirp,2,1
176,34,73,4.027,Chirp,2,1
176,34,74,4.029,Chirp,2,1
176,34,73,4.029,Chirp,2,1
176,34,73,4.03,Chirp,2,1
176,34,73,4.031,Chirp,2,1
176,34,73,4.032,Chirp,2,1
176,34,75,4.033,Chirp,2,1
176,34,73,4.034,Chirp,2,1
176,34,73,4.035,Chirp,2,1
176,34,73,4.036,Chirp,2,1
176,34,73,4.037,Chirp,2,1
176,34,73,4.038,Chirp,2,1
176,34,75,4.039,Chirp,2,1
176,34,73,4.04,Chirp,2,1
176,34,73,4.041,Chirp,2,1
176,34,73,4.042,Chirp,2,1
176,34,73,4.044,Chirp,2,1
176,34,74,4.044,Chirp,2,1
176,34,74,4.045,Chirp,2,1
176,34,73,4.046,Chirp,2,1
176,34,73,4.047,Chirp,2,1
176,34,73,4.048,Chirp,2,1
176,34,74,4.049,Chirp,2,1
176,34,74,4.05,Chirp,2,1
176,34,74,4.051,Chirp,2,1
176,34,73,4.052,Chirp,2,1
176,34,73,4.053,Chirp,2,1
176,34,76,4.054,Chirp,2,1
176,34,74,4.055,Chirp,2,1
176,34,73,4.056,Chirp,2,1
176,34,74,4.057,Chirp,2,1
176,34,74,4.058,Chirp,2,1
176,34,76,4.059,Chirp,2,1
176,34,74,4.06,Chirp,2,1
176,34,75,4.061,Chirp,2,1
176,34,74,4.062,Chirp,2,1
176,34,74,4.063,Chirp,2,1
176,34,77,4.064,Chirp,2,1
176,34,74,4.065,Chirp,2,1
182,31,108,4.066,Chirp,2,1
182,63,109,4.066,Chirp,2,1
176,34,75,4.066,Chirp,2,1
182,31,108,4.067,Chirp,2,1
182,63,125,4.067,Chirp,2,1
176,34,75,4.067,Chirp,2,1
182,31,109,4.068,Chirp,2,1
182,63,93,4.068,Chirp,2,1
176,34,74,4.068,Chirp,2,1
182,31,110,4.069,Chirp,2,1
182,63,61,4.069,Chirp,2,1
176,34,77,4.069,Chirp,2,1
182,31,111,4.07,Chirp,2,1
182,63,61,4.07,Chirp,2,1
176,34,75,4.07,Chirp,2,1
182,31,112,4.071,Chirp,2,1
182,63,61,4.071,Chirp,2,1
176,34,75,4.071,Chirp,2,1
182,31,113,4.072,Chirp,2,1
182,63,45,4.072,Chirp,2,1
176,34,75,4.072,Chirp,2,1
182,31,114,4.073,Chirp,2,1
182,63,77,4.073,Chirp,2,1
176,34,75,4.073,Chirp,2,1
182,31,115,4.074,Chirp,2,1
182,63,78,4.074,Chirp,2,1
176,34,77,4.074,Chirp,2,1
182,31,116,4.075,Chirp,2,1
182,63,94,4.075,Chirp,2,1
176,34,75,4.075,Chirp,2,1
182,31,117,4.077,Chirp,2,1
182,63,62,4.077,Chirp,2,1
176,34,75,4.077,Chirp,2,1
182,31,118,4.077,Chirp,2,1
182,63,78,4.077,Chirp,2,1
176,34,76,4.077,Chirp,2,1
182,31,119,4.078,Chirp,2,1
182,63,78,4.078,Chirp,2,1
176,34,75,4.078,Chirp,2,1
182,31,120,4.079,Chirp,2,1
182,63,110,4.079,Chirp,2,1
176,34,77,4.079,Chirp,2,1
182,31,121,4.08,Chirp,2,1
182,63,78,4.08,Chirp,2,1
176,34,76,4.08,Chirp,2,1
182,31,122,4.081,Chirp,2,1
182,63,94,4.081,Chirp,2,1
176,34,75,4.081,Chirp,2,1
182,31,123,4.082,Chirp,2,1
182,63,95,4.082,Chirp,2,1
176,34,76,4.082,Chirp,2,1
182,31,124,4.084,Chirp,2,1
182,63,95,4.084,Chirp,2,1
176,34,76,4.084,Chirp,2,1
182,31,125,4.084,Chirp,2,1
182,63,127,4.084,Chirp,2,1
176,34,77,4.084,Chirp,2,1
182,31,126,4.085,Chirp,2,1
182,63,95,4.085,Chirp,2,1
176,34,75,4.085,Chirp,2,1
182,31,127,4.087,Chirp,2,1
182,63,127,4.087,Chirp,2,1
176,34,75,4.087,Chirp,2,1
176,34,76,4.087,Chirp,2,1
176,34,76,4.088,Chirp,2,1
176,34,79,4.09,Chirp,2,1
176,34,76,4.09,Chirp,2,1
176,34,75,4.092,Chirp,2,1
176,34,75,4.092,Chirp,2,1
176,34,76,4.094,Chirp,2,1
176,34,77,4.094,Chirp,2,1
176,34,76,4.096,Chirp,2,1
176,34,76,4.096,Chirp,2,1
176,34,75,4.098,Chirp,2,1
176,34,76,4.098,Chirp,2,1
176,34,76,4.099,Chirp,2,1
176,34,78,4.101,Chirp,2,1
176,34,76,4.101,Chirp,2,1
176,34,76,4.102,Chirp,2,1
176,34,75,4.104,Chirp,2,1
176,34,76,4.105,Chirp,2,1
176,34,77,4.105,Chirp,2,1
176,34,76,4.106,Chirp,2,1
176,34,76,4.107,Chirp,2,1
176,34,76,4.109,Chirp,2,1
176,34,75,4.109,Chirp,2,1
176,34,77,4.11,Chirp,2,1
176,34,76,4.112,Chirp,2,1
176,34,75,4.112,Chirp,2,1
176,34,75,4.114,Chirp,2,1
176,34,76,4.115,Chirp,2,1
176,34,78,4.115,Chirp,2,1
176,34,74,4.117,Chirp,2,1
176,34,75,4.117,Chirp,2,1
176,34,75,4.119,Chirp,2,1
176,34,75,4.119,Chirp,2,1
176,34,77,4.12,Chirp,2,1
176,34,75,4.121,Chirp,2,1
176,34,75,4.122,Chirp,2,1
176,34,75,4.124,Chirp,2,1
176,34,74,4.125,Chirp,2,1
176,34,76,4.125,Chirp,2,1
176,34,75,4.127,Chirp,2,1
176,34,75,4.127,Chirp,2,1
176,34,74,4.129,Chirp,2,1
176,34,75,4.129,Chirp,2,1
176,34,76,4.13,Chirp,2,1
176,34,73,4.131,Chirp,2,1
176,34,74,4.132,Chirp,2,1
176,34,73,4.134,Chirp,2,1
176,34,73,4.135,Chirp,2,1
176,34,75,4.136,Chirp,2,1
176,34,74,4.137,Chirp,2,1
176,34,74,4.138,Chirp,2,1
176,34,74,4.139,Chirp,2,1
176,34,73,4.14,Chirp,2,1
176,34,75,4.14,Chirp,2,1
176,34,72,4.142,Chirp,2,1
176,34,72,4.142,Chirp,2,1
176,34,72,4.144,Chirp,2,1
176,34,72,4.144,Chirp,2,1
176,34,75,4.146,Chirp,2,1
176,34,72,4.147,Chirp,2,1
176,34,72,4.148,Chirp,2,1
176,34,71,4.148,Chirp,2,1
176,34,71,4.15,Chirp,2,1
176,34,72,4.151,Chirp,2,1
176,34,70,4.151,Chirp,2,1
176,34,70,4.153,Chirp,2,1
176,34,72,4.153,Chirp,2,1
176,34,70,4.154,Chirp,2,1
176,34,72,4.155,Chirp,2,1
176,34,69,4.156,Chirp,2,1
176,34,70,4.158,Chirp,2,1
176,34,70,4.158,Chirp,2,1
176,34,69,4.159,Chirp,2,1
176,34,69,4.161,Chirp,2,1
176,34,70,4.162,Chirp,2,1
176,34,68,4.162,Chirp,2,1
176,34,69,4.164,Chirp,2,1
176,34,68,4.164,Chirp,2,1
176,34,68,4.165,Chirp,2,1
