,Component_number,Position_number,Velocity,Time_stamp,Scratch_type,Trial_number,Group_number,No.,Position
1,176,34,68,0.0,Baby_Scratch,1,1,1,0.0
1,182,34,68,0.0,Baby_Scratch,1,1,1,1.0
2,176,34,68,0.001,Baby_Scratch,1,1,1,0.004
2,182,34,68,0.001,Baby_Scratch,1,1,1,1.0
3,176,34,67,0.002,Baby_Scratch,1,1,1,0.007
3,182,34,67,0.002,Baby_Scratch,1,1,1,1.0
4,176,34,70,0.003,Baby_Scratch,1,1,1,0.013000000000000001
4,182,34,70,0.003,Baby_Scratch,1,1,1,1.0
5,176,34,68,0.004,Baby_Scratch,1,1,1,0.017
5,182,34,68,0.004,Baby_Scratch,1,1,1,1.0
6,176,34,69,0.005,Baby_Scratch,1,1,1,0.022000000000000002
6,182,34,69,0.005,Baby_Scratch,1,1,1,1.0
7,176,34,69,0.006,Baby_Scratch,1,1,1,0.027000000000000003
7,182,34,69,0.006,Baby_Scratch,1,1,1,1.0
8,176,34,69,0.007,Baby_Scratch,1,1,1,0.032
8,182,34,69,0.007,Baby_Scratch,1,1,1,1.0
9,176,34,70,0.008,Baby_Scratch,1,1,1,0.038
9,182,34,70,0.008,Baby_Scratch,1,1,1,1.0
9,176,34,70,0.009000000000000001,Baby_Scratch,1,1,1,0.038
9,182,34,70,0.008,Baby_Scratch,1,1,1,1.0
10,176,34,70,0.01,Baby_Scratch,1,1,1,0.05
10,182,34,70,0.01,Baby_Scratch,1,1,1,1.0
12,176,34,69,0.011,Baby_Scratch,1,1,1,0.055
12,182,34,69,0.011,Baby_Scratch,1,1,1,1.0
13,176,34,70,0.012,Baby_Scratch,1,1,1,0.061000000000000006
13,182,34,70,0.012,Baby_Scratch,1,1,1,1.0
14,176,34,71,0.013,Baby_Scratch,1,1,1,0.068
14,182,34,71,0.013,Baby_Scratch,1,1,1,1.0
14,176,34,71,0.014,Baby_Scratch,1,1,1,0.068
14,182,34,71,0.013,Baby_Scratch,1,1,1,1.0
15,176,34,70,0.015,Baby_Scratch,1,1,1,0.08
15,182,34,70,0.015,Baby_Scratch,1,1,1,1.0
15,176,34,70,0.016,Baby_Scratch,1,1,1,0.08
15,182,34,70,0.015,Baby_Scratch,1,1,1,1.0
17,176,34,71,0.017,Baby_Scratch,1,1,1,0.09400000000000001
17,182,34,71,0.017,Baby_Scratch,1,1,1,1.0
19,176,34,72,0.018,Baby_Scratch,1,1,1,0.102
19,182,34,72,0.018,Baby_Scratch,1,1,1,1.0
20,176,34,71,0.019,Baby_Scratch,1,1,1,0.109
20,182,34,71,0.019,Baby_Scratch,1,1,1,1.0
21,176,34,71,0.02,Baby_Scratch,1,1,1,0.116
21,182,34,71,0.02,Baby_Scratch,1,1,1,1.0
22,176,34,71,0.021,Baby_Scratch,1,1,1,0.12300000000000001
22,182,34,71,0.021,Baby_Scratch,1,1,1,1.0
23,176,34,71,0.022,Baby_Scratch,1,1,1,0.13
23,182,34,71,0.022,Baby_Scratch,1,1,1,1.0
24,176,34,71,0.023,Baby_Scratch,1,1,1,0.137
24,182,34,71,0.023,Baby_Scratch,1,1,1,1.0
25,176,34,72,0.024,Baby_Scratch,1,1,1,0.14500000000000002
25,182,34,72,0.024,Baby_Scratch,1,1,1,1.0
26,176,34,71,0.025,Baby_Scratch,1,1,1,0.15200000000000002
26,182,34,71,0.025,Baby_Scratch,1,1,1,1.0
27,176,34,72,0.026,Baby_Scratch,1,1,1,0.16
27,182,34,72,0.026,Baby_Scratch,1,1,1,1.0
28,176,34,71,0.027,Baby_Scratch,1,1,1,0.167
28,182,34,71,0.027,Baby_Scratch,1,1,1,1.0
29,176,34,72,0.028,Baby_Scratch,1,1,1,0.17500000000000002
29,182,34,72,0.028,Baby_Scratch,1,1,1,1.0
30,176,34,74,0.029,Baby_Scratch,1,1,1,0.18500000000000003
30,182,34,74,0.029,Baby_Scratch,1,1,1,1.0
31,176,34,72,0.03,Baby_Scratch,1,1,1,0.193
31,182,34,72,0.03,Baby_Scratch,1,1,1,1.0
32,176,34,72,0.031,Baby_Scratch,1,1,1,0.201
32,182,34,72,0.031,Baby_Scratch,1,1,1,1.0
33,176,34,71,0.032,Baby_Scratch,1,1,1,0.20800000000000002
33,182,34,71,0.032,Baby_Scratch,1,1,1,1.0
33,176,34,71,0.033,Baby_Scratch,1,1,1,0.20800000000000002
33,182,34,71,0.032,Baby_Scratch,1,1,1,1.0
34,176,34,72,0.034,Baby_Scratch,1,1,1,0.22400000000000003
34,182,34,72,0.034,Baby_Scratch,1,1,1,1.0
36,176,34,72,0.035,Baby_Scratch,1,1,1,0.23200000000000004
36,182,34,72,0.035,Baby_Scratch,1,1,1,1.0
37,176,34,73,0.036,Baby_Scratch,1,1,1,0.241
37,182,34,73,0.036,Baby_Scratch,1,1,1,1.0
38,176,34,72,0.037,Baby_Scratch,1,1,1,0.249
38,182,34,72,0.037,Baby_Scratch,1,1,1,1.0
38,176,34,72,0.038,Baby_Scratch,1,1,1,0.249
38,182,34,72,0.037,Baby_Scratch,1,1,1,1.0
39,176,34,73,0.039,Baby_Scratch,1,1,1,0.267
39,182,34,73,0.039,Baby_Scratch,1,1,1,1.0
41,176,34,73,0.04,Baby_Scratch,1,1,1,0.276
41,182,34,73,0.04,Baby_Scratch,1,1,1,1.0
42,176,34,73,0.041,Baby_Scratch,1,1,1,0.28500000000000003
42,182,34,73,0.041,Baby_Scratch,1,1,1,1.0
43,176,34,72,0.042,Baby_Scratch,1,1,1,0.29300000000000004
43,182,34,72,0.042,Baby_Scratch,1,1,1,1.0
44,176,34,73,0.043,Baby_Scratch,1,1,1,0.302
44,182,34,73,0.043,Baby_Scratch,1,1,1,1.0
45,176,34,75,0.044,Baby_Scratch,1,1,1,0.313
45,182,34,75,0.044,Baby_Scratch,1,1,1,1.0
46,176,34,73,0.045,Baby_Scratch,1,1,1,0.322
46,182,34,73,0.045,Baby_Scratch,1,1,1,1.0
47,176,34,73,0.046,Baby_Scratch,1,1,1,0.331
47,182,34,73,0.046,Baby_Scratch,1,1,1,1.0
48,176,34,73,0.047,Baby_Scratch,1,1,1,0.34
48,182,34,73,0.047,Baby_Scratch,1,1,1,1.0
49,176,34,74,0.048,Baby_Scratch,1,1,1,0.35000000000000003
49,182,34,74,0.048,Baby_Scratch,1,1,1,1.0
49,176,34,74,0.049,Baby_Scratch,1,1,1,0.35000000000000003
49,182,34,74,0.048,Baby_Scratch,1,1,1,1.0
50,176,34,75,0.05,Baby_Scratch,1,1,1,0.37200000000000005
50,182,34,75,0.05,Baby_Scratch,1,1,1,1.0
52,176,34,73,0.051,Baby_Scratch,1,1,1,0.381
52,182,34,73,0.051,Baby_Scratch,1,1,1,1.0
53,176,34,73,0.052,Baby_Scratch,1,1,1,0.39
53,182,34,73,0.052,Baby_Scratch,1,1,1,1.0
54,176,34,74,0.053,Baby_Scratch,1,1,1,0.4
54,182,34,74,0.053,Baby_Scratch,1,1,1,1.0
55,176,34,75,0.054,Baby_Scratch,1,1,1,0.41100000000000003
55,182,34,75,0.054,Baby_Scratch,1,1,1,1.0
56,176,34,73,0.055,Baby_Scratch,1,1,1,0.42000000000000004
56,182,34,73,0.055,Baby_Scratch,1,1,1,1.0
57,176,34,74,0.056,Baby_Scratch,1,1,1,0.43000000000000005
57,182,34,74,0.056,Baby_Scratch,1,1,1,1.0
58,176,34,74,0.057,Baby_Scratch,1,1,1,0.44000000000000006
58,182,34,74,0.057,Baby_Scratch,1,1,1,1.0
59,176,34,74,0.058,Baby_Scratch,1,1,1,0.45000000000000007
59,182,34,74,0.058,Baby_Scratch,1,1,1,1.0
59,176,34,74,0.059000000000000004,Baby_Scratch,1,1,1,0.45000000000000007
59,182,34,74,0.058,Baby_Scratch,1,1,1,1.0
60,176,34,76,0.06,Baby_Scratch,1,1,1,0.474
60,182,34,76,0.06,Baby_Scratch,1,1,1,1.0
60,176,34,76,0.061,Baby_Scratch,1,1,1,0.474
60,182,34,76,0.06,Baby_Scratch,1,1,1,1.0
62,176,34,74,0.062,Baby_Scratch,1,1,1,0.494
62,182,34,74,0.062,Baby_Scratch,1,1,1,1.0
64,176,34,74,0.063,Baby_Scratch,1,1,1,0.504
64,182,34,74,0.063,Baby_Scratch,1,1,1,1.0
65,176,34,77,0.064,Baby_Scratch,1,1,1,0.517
65,182,34,77,0.064,Baby_Scratch,1,1,1,1.0
66,176,34,74,0.065,Baby_Scratch,1,1,1,0.527
66,182,34,74,0.065,Baby_Scratch,1,1,1,1.0
66,176,34,74,0.066,Baby_Scratch,1,1,1,0.527
66,182,34,74,0.065,Baby_Scratch,1,1,1,1.0
67,176,34,74,0.067,Baby_Scratch,1,1,1,0.547
67,182,34,74,0.067,Baby_Scratch,1,1,1,1.0
69,176,34,75,0.068,Baby_Scratch,1,1,1,0.558
69,182,34,75,0.068,Baby_Scratch,1,1,1,1.0
70,176,34,76,0.069,Baby_Scratch,1,1,1,0.5700000000000001
70,182,34,76,0.069,Baby_Scratch,1,1,1,1.0
71,176,34,75,0.07,Baby_Scratch,1,1,1,0.5810000000000001
71,182,34,75,0.07,Baby_Scratch,1,1,1,1.0
72,176,34,75,0.071,Baby_Scratch,1,1,1,0.592
72,182,34,75,0.071,Baby_Scratch,1,1,1,1.0
73,176,34,75,0.072,Baby_Scratch,1,1,1,0.603
73,182,34,75,0.072,Baby_Scratch,1,1,1,1.0
74,176,34,75,0.073,Baby_Scratch,1,1,1,0.614
74,182,34,75,0.073,Baby_Scratch,1,1,1,1.0
75,176,34,74,0.074,Baby_Scratch,1,1,1,0.624
75,182,34,74,0.074,Baby_Scratch,1,1,1,1.0
75,176,34,74,0.075,Baby_Scratch,1,1,1,0.624
75,182,34,74,0.074,Baby_Scratch,1,1,1,1.0
76,176,34,76,0.076,Baby_Scratch,1,1,1,0.648
76,182,34,76,0.076,Baby_Scratch,1,1,1,1.0
78,176,34,75,0.077,Baby_Scratch,1,1,1,0.659
78,182,34,75,0.077,Baby_Scratch,1,1,1,1.0
79,176,34,75,0.078,Baby_Scratch,1,1,1,0.67
79,182,34,75,0.078,Baby_Scratch,1,1,1,1.0
80,176,34,75,0.079,Baby_Scratch,1,1,1,0.681
80,182,34,75,0.079,Baby_Scratch,1,1,1,1.0
81,176,34,77,0.08,Baby_Scratch,1,1,1,0.6940000000000001
81,182,34,77,0.08,Baby_Scratch,1,1,1,1.0
82,176,34,74,0.081,Baby_Scratch,1,1,1,0.7040000000000001
82,182,34,74,0.081,Baby_Scratch,1,1,1,1.0
83,176,34,75,0.082,Baby_Scratch,1,1,1,0.7150000000000001
83,182,34,75,0.082,Baby_Scratch,1,1,1,1.0
84,176,34,75,0.083,Baby_Scratch,1,1,1,0.7260000000000001
84,182,34,75,0.083,Baby_Scratch,1,1,1,1.0
85,176,34,75,0.084,Baby_Scratch,1,1,1,0.7370000000000001
85,182,34,75,0.084,Baby_Scratch,1,1,1,1.0
86,176,34,76,0.085,Baby_Scratch,1,1,1,0.7490000000000001
86,182,34,76,0.085,Baby_Scratch,1,1,1,1.0
87,176,34,75,0.086,Baby_Scratch,1,1,1,0.76
87,182,34,75,0.086,Baby_Scratch,1,1,1,1.0
88,176,34,75,0.087,Baby_Scratch,1,1,1,0.771
88,182,34,75,0.087,Baby_Scratch,1,1,1,1.0
88,176,34,75,0.088,Baby_Scratch,1,1,1,0.771
88,182,34,75,0.087,Baby_Scratch,1,1,1,1.0
89,176,34,75,0.089,Baby_Scratch,1,1,1,0.793
89,182,34,75,0.089,Baby_Scratch,1,1,1,1.0
90,176,34,74,0.09,Baby_Scratch,1,1,1,0.803
90,182,34,74,0.09,Baby_Scratch,1,1,1,1.0
92,176,34,75,0.091,Baby_Scratch,1,1,1,0.8140000000000001
92,182,34,75,0.091,Baby_Scratch,1,1,1,1.0
93,176,34,74,0.092,Baby_Scratch,1,1,1,0.8240000000000001
93,182,34,74,0.092,Baby_Scratch,1,1,1,1.0
94,176,34,74,0.093,Baby_Scratch,1,1,1,0.8340000000000001
94,182,34,74,0.093,Baby_Scratch,1,1,1,1.0
95,176,34,75,0.094,Baby_Scratch,1,1,1,0.8450000000000001
95,182,34,75,0.094,Baby_Scratch,1,1,1,1.0
96,176,34,76,0.095,Baby_Scratch,1,1,1,0.8570000000000001
96,182,34,76,0.095,Baby_Scratch,1,1,1,1.0
97,176,34,74,0.096,Baby_Scratch,1,1,1,0.8670000000000001
97,182,34,74,0.096,Baby_Scratch,1,1,1,1.0
98,176,34,74,0.097,Baby_Scratch,1,1,1,0.8770000000000001
98,182,34,74,0.097,Baby_Scratch,1,1,1,1.0
99,176,34,75,0.098,Baby_Scratch,1,1,1,0.8880000000000001
99,182,34,75,0.098,Baby_Scratch,1,1,1,1.0
99,176,34,75,0.099,Baby_Scratch,1,1,1,0.8880000000000001
99,182,34,75,0.098,Baby_Scratch,1,1,1,1.0
100,176,34,74,0.1,Baby_Scratch,1,1,1,0.9080000000000001
100,182,34,74,0.1,Baby_Scratch,1,1,1,1.0
102,176,34,74,0.101,Baby_Scratch,1,1,1,0.9180000000000001
102,182,34,74,0.101,Baby_Scratch,1,1,1,1.0
103,176,34,73,0.102,Baby_Scratch,1,1,1,0.927
103,182,34,73,0.102,Baby_Scratch,1,1,1,1.0
104,176,34,74,0.103,Baby_Scratch,1,1,1,0.937
104,182,34,74,0.103,Baby_Scratch,1,1,1,1.0
104,176,34,74,0.10400000000000001,Baby_Scratch,1,1,1,0.937
104,182,34,74,0.103,Baby_Scratch,1,1,1,1.0
105,176,34,73,0.105,Baby_Scratch,1,1,1,0.9550000000000001
105,182,34,73,0.105,Baby_Scratch,1,1,1,1.0
105,176,34,73,0.106,Baby_Scratch,1,1,1,0.9550000000000001
105,182,34,73,0.105,Baby_Scratch,1,1,1,1.0
107,176,34,73,0.107,Baby_Scratch,1,1,1,0.9730000000000001
107,182,34,73,0.107,Baby_Scratch,1,1,1,1.0
108,176,34,73,0.108,Baby_Scratch,1,1,1,0.9820000000000001
108,182,34,73,0.108,Baby_Scratch,1,1,1,1.0
110,176,34,73,0.109,Baby_Scratch,1,1,1,0.9910000000000001
110,182,34,73,0.109,Baby_Scratch,1,1,1,1.0
111,176,34,74,0.11,Baby_Scratch,1,1,1,1.0010000000000001
111,182,34,74,0.11,Baby_Scratch,1,1,1,1.0
112,176,34,71,0.111,Baby_Scratch,1,1,1,1.008
112,182,34,71,0.111,Baby_Scratch,1,1,1,1.0
113,176,34,70,0.112,Baby_Scratch,1,1,1,1.014
113,182,34,70,0.112,Baby_Scratch,1,1,1,1.0
114,176,34,70,0.113,Baby_Scratch,1,1,1,1.02
114,182,34,70,0.113,Baby_Scratch,1,1,1,1.0
115,176,34,71,0.114,Baby_Scratch,1,1,1,1.0270000000000001
115,182,34,71,0.114,Baby_Scratch,1,1,1,1.0
116,176,34,72,0.115,Baby_Scratch,1,1,1,1.0350000000000001
116,182,34,72,0.115,Baby_Scratch,1,1,1,1.0
117,176,34,71,0.116,Baby_Scratch,1,1,1,1.0420000000000003
117,182,34,71,0.116,Baby_Scratch,1,1,1,1.0
118,176,34,70,0.117,Baby_Scratch,1,1,1,1.0480000000000003
118,182,34,70,0.117,Baby_Scratch,1,1,1,1.0
119,176,34,70,0.118,Baby_Scratch,1,1,1,1.0540000000000003
119,182,34,70,0.118,Baby_Scratch,1,1,1,1.0
120,176,34,70,0.119,Baby_Scratch,1,1,1,1.0600000000000003
120,182,34,70,0.119,Baby_Scratch,1,1,1,1.0
121,176,34,69,0.12,Baby_Scratch,1,1,1,1.0650000000000004
121,182,34,69,0.12,Baby_Scratch,1,1,1,1.0
122,176,34,71,0.121,Baby_Scratch,1,1,1,1.0720000000000005
122,182,34,71,0.121,Baby_Scratch,1,1,1,1.0
123,176,34,69,0.122,Baby_Scratch,1,1,1,1.0770000000000004
123,182,34,69,0.122,Baby_Scratch,1,1,1,1.0
124,176,34,68,0.123,Baby_Scratch,1,1,1,1.0810000000000004
124,182,34,68,0.123,Baby_Scratch,1,1,1,1.0
125,176,34,68,0.124,Baby_Scratch,1,1,1,1.0850000000000004
125,182,34,68,0.124,Baby_Scratch,1,1,1,1.0
126,176,34,68,0.125,Baby_Scratch,1,1,1,1.0890000000000004
126,182,34,68,0.125,Baby_Scratch,1,1,1,1.0
127,176,34,69,0.126,Baby_Scratch,1,1,1,1.0940000000000003
127,182,34,69,0.126,Baby_Scratch,1,1,1,1.0
128,176,34,68,0.127,Baby_Scratch,1,1,1,1.0980000000000003
128,182,34,68,0.127,Baby_Scratch,1,1,1,1.0
129,176,34,67,0.128,Baby_Scratch,1,1,1,1.1010000000000004
129,182,34,67,0.128,Baby_Scratch,1,1,1,1.0
130,176,34,67,0.129,Baby_Scratch,1,1,1,1.1040000000000005
130,182,34,67,0.129,Baby_Scratch,1,1,1,1.0
131,176,34,66,0.13,Baby_Scratch,1,1,1,1.1060000000000005
131,182,34,66,0.13,Baby_Scratch,1,1,1,1.0
132,176,34,67,0.131,Baby_Scratch,1,1,1,1.1090000000000004
132,182,34,67,0.131,Baby_Scratch,1,1,1,1.0
133,176,34,65,0.132,Baby_Scratch,1,1,1,1.1100000000000003
133,182,34,65,0.132,Baby_Scratch,1,1,1,1.0
134,176,34,66,0.133,Baby_Scratch,1,1,1,1.1120000000000003
134,182,34,66,0.133,Baby_Scratch,1,1,1,1.0
135,176,34,65,0.134,Baby_Scratch,1,1,1,1.1130000000000004
135,182,34,65,0.134,Baby_Scratch,1,1,1,1.0
136,176,34,65,0.135,Baby_Scratch,1,1,1,1.1140000000000003
136,182,34,65,0.135,Baby_Scratch,1,1,1,1.0
137,176,34,65,0.136,Baby_Scratch,1,1,1,1.1150000000000002
137,182,34,65,0.136,Baby_Scratch,1,1,1,1.0
137,176,34,65,0.137,Baby_Scratch,1,1,1,1.1150000000000002
137,182,34,65,0.136,Baby_Scratch,1,1,1,1.0
138,176,34,63,0.138,Baby_Scratch,1,1,1,1.1130000000000002
138,182,34,63,0.138,Baby_Scratch,1,1,1,1.0
139,176,34,63,0.139,Baby_Scratch,1,1,1,1.112
139,182,34,63,0.139,Baby_Scratch,1,1,1,1.0
139,176,34,63,0.14,Baby_Scratch,1,1,1,1.112
139,182,34,63,0.139,Baby_Scratch,1,1,1,1.0
140,176,34,62,0.141,Baby_Scratch,1,1,1,1.108
140,182,34,62,0.141,Baby_Scratch,1,1,1,1.0
141,176,34,63,0.142,Baby_Scratch,1,1,1,1.1070000000000002
141,182,34,63,0.142,Baby_Scratch,1,1,1,1.0
142,176,34,62,0.143,Baby_Scratch,1,1,1,1.1050000000000002
142,182,34,62,0.143,Baby_Scratch,1,1,1,1.0
143,176,34,62,0.144,Baby_Scratch,1,1,1,1.1030000000000002
143,182,34,62,0.144,Baby_Scratch,1,1,1,1.0
143,176,34,62,0.145,Baby_Scratch,1,1,1,1.1030000000000002
143,182,34,62,0.144,Baby_Scratch,1,1,1,1.0
144,176,34,62,0.146,Baby_Scratch,1,1,1,1.0990000000000002
144,182,34,62,0.146,Baby_Scratch,1,1,1,1.0
146,176,34,61,0.147,Baby_Scratch,1,1,1,1.096
146,182,34,61,0.147,Baby_Scratch,1,1,1,1.0
147,176,34,61,0.148,Baby_Scratch,1,1,1,1.093
147,182,34,61,0.148,Baby_Scratch,1,1,1,1.0
148,176,34,60,0.149,Baby_Scratch,1,1,1,1.089
148,182,34,60,0.149,Baby_Scratch,1,1,1,1.0
149,176,34,60,0.15,Baby_Scratch,1,1,1,1.085
149,182,34,60,0.15,Baby_Scratch,1,1,1,1.0
150,176,34,59,0.151,Baby_Scratch,1,1,1,1.08
150,182,34,59,0.151,Baby_Scratch,1,1,1,1.0
151,176,34,60,0.152,Baby_Scratch,1,1,1,1.076
151,182,34,60,0.152,Baby_Scratch,1,1,1,1.0
152,176,34,58,0.153,Baby_Scratch,1,1,1,1.07
152,182,34,58,0.153,Baby_Scratch,1,1,1,1.0
153,176,34,59,0.154,Baby_Scratch,1,1,1,1.065
153,182,34,59,0.154,Baby_Scratch,1,1,1,1.0
154,176,34,58,0.155,Baby_Scratch,1,1,1,1.059
154,182,34,58,0.155,Baby_Scratch,1,1,1,1.0
155,176,34,58,0.156,Baby_Scratch,1,1,1,1.053
155,182,34,58,0.156,Baby_Scratch,1,1,1,1.0
156,176,34,57,0.157,Baby_Scratch,1,1,1,1.0459999999999998
156,182,34,57,0.157,Baby_Scratch,1,1,1,1.0
157,176,34,58,0.158,Baby_Scratch,1,1,1,1.0399999999999998
157,182,34,58,0.158,Baby_Scratch,1,1,1,1.0
158,176,34,57,0.159,Baby_Scratch,1,1,1,1.033
158,182,34,57,0.159,Baby_Scratch,1,1,1,1.0
159,176,34,56,0.16,Baby_Scratch,1,1,1,1.025
159,182,34,56,0.16,Baby_Scratch,1,1,1,1.0
160,176,34,56,0.161,Baby_Scratch,1,1,1,1.017
160,182,34,56,0.161,Baby_Scratch,1,1,1,1.0
161,176,34,53,0.162,Baby_Scratch,1,1,1,1.0059999999999998
161,182,34,53,0.162,Baby_Scratch,1,1,1,1.0
162,176,34,56,0.163,Baby_Scratch,1,1,1,0.9979999999999998
162,182,34,56,0.163,Baby_Scratch,1,1,1,1.0
162,176,34,56,0.164,Baby_Scratch,1,1,1,0.9979999999999998
162,182,34,56,0.163,Baby_Scratch,1,1,1,1.0
163,176,34,56,0.165,Baby_Scratch,1,1,1,0.9819999999999998
163,182,34,56,0.165,Baby_Scratch,1,1,1,1.0
165,176,34,54,0.166,Baby_Scratch,1,1,1,0.9719999999999998
165,182,34,54,0.166,Baby_Scratch,1,1,1,1.0
166,176,34,52,0.167,Baby_Scratch,1,1,1,0.9599999999999997
166,182,34,52,0.167,Baby_Scratch,1,1,1,1.0
167,176,34,54,0.168,Baby_Scratch,1,1,1,0.9499999999999997
167,182,34,54,0.168,Baby_Scratch,1,1,1,1.0
168,176,34,54,0.169,Baby_Scratch,1,1,1,0.9399999999999997
168,182,34,54,0.169,Baby_Scratch,1,1,1,1.0
169,176,34,53,0.17,Baby_Scratch,1,1,1,0.9289999999999997
169,182,34,53,0.17,Baby_Scratch,1,1,1,1.0
170,176,34,54,0.171,Baby_Scratch,1,1,1,0.9189999999999997
170,182,34,54,0.171,Baby_Scratch,1,1,1,1.0
171,176,34,50,0.172,Baby_Scratch,1,1,1,0.905
171,182,34,50,0.172,Baby_Scratch,1,1,1,1.0
172,176,34,52,0.173,Baby_Scratch,1,1,1,0.893
172,182,34,52,0.173,Baby_Scratch,1,1,1,1.0
173,176,34,52,0.174,Baby_Scratch,1,1,1,0.881
173,182,34,52,0.174,Baby_Scratch,1,1,1,1.0
174,176,34,51,0.175,Baby_Scratch,1,1,1,0.868
174,182,34,51,0.175,Baby_Scratch,1,1,1,1.0
175,176,34,52,0.176,Baby_Scratch,1,1,1,0.856
175,182,34,52,0.176,Baby_Scratch,1,1,1,1.0
176,176,34,48,0.177,Baby_Scratch,1,1,1,0.84
176,182,34,48,0.177,Baby_Scratch,1,1,1,1.0
177,176,34,51,0.178,Baby_Scratch,1,1,1,0.827
177,182,34,51,0.178,Baby_Scratch,1,1,1,1.0
178,176,34,51,0.179,Baby_Scratch,1,1,1,0.814
178,182,34,51,0.179,Baby_Scratch,1,1,1,1.0
179,176,34,51,0.18,Baby_Scratch,1,1,1,0.8009999999999999
179,182,34,51,0.18,Baby_Scratch,1,1,1,1.0
180,176,34,50,0.181,Baby_Scratch,1,1,1,0.7869999999999999
180,182,34,50,0.181,Baby_Scratch,1,1,1,1.0
181,176,34,47,0.182,Baby_Scratch,1,1,1,0.7699999999999999
181,182,34,47,0.182,Baby_Scratch,1,1,1,1.0
182,176,34,50,0.183,Baby_Scratch,1,1,1,0.7559999999999999
182,182,34,50,0.183,Baby_Scratch,1,1,1,1.0
183,176,34,50,0.184,Baby_Scratch,1,1,1,0.7419999999999999
183,182,34,50,0.184,Baby_Scratch,1,1,1,1.0
184,176,34,50,0.185,Baby_Scratch,1,1,1,0.7279999999999999
184,182,34,50,0.185,Baby_Scratch,1,1,1,1.0
185,176,34,50,0.186,Baby_Scratch,1,1,1,0.7139999999999999
185,182,34,50,0.186,Baby_Scratch,1,1,1,1.0
186,176,34,46,0.187,Baby_Scratch,1,1,1,0.6959999999999998
186,182,34,46,0.187,Baby_Scratch,1,1,1,1.0
187,176,34,50,0.188,Baby_Scratch,1,1,1,0.6819999999999998
187,182,34,50,0.188,Baby_Scratch,1,1,1,1.0
187,176,34,50,0.189,Baby_Scratch,1,1,1,0.6819999999999998
187,182,34,50,0.188,Baby_Scratch,1,1,1,1.0
188,176,34,49,0.19,Baby_Scratch,1,1,1,0.6519999999999998
188,182,34,49,0.19,Baby_Scratch,1,1,1,1.0
190,176,34,49,0.191,Baby_Scratch,1,1,1,0.6369999999999998
190,182,34,49,0.191,Baby_Scratch,1,1,1,1.0
191,176,34,46,0.192,Baby_Scratch,1,1,1,0.6189999999999998
191,182,34,46,0.192,Baby_Scratch,1,1,1,1.0
192,176,34,48,0.193,Baby_Scratch,1,1,1,0.6029999999999998
192,182,34,48,0.193,Baby_Scratch,1,1,1,1.0
193,176,34,49,0.194,Baby_Scratch,1,1,1,0.5879999999999997
193,182,34,49,0.194,Baby_Scratch,1,1,1,1.0
194,176,34,49,0.195,Baby_Scratch,1,1,1,0.5729999999999997
194,182,34,49,0.195,Baby_Scratch,1,1,1,1.0
195,176,34,48,0.196,Baby_Scratch,1,1,1,0.5569999999999997
195,182,34,48,0.196,Baby_Scratch,1,1,1,1.0
195,176,34,48,0.197,Baby_Scratch,1,1,1,0.5569999999999997
195,182,34,48,0.196,Baby_Scratch,1,1,1,1.0
196,176,34,45,0.198,Baby_Scratch,1,1,1,0.5189999999999997
196,182,34,45,0.198,Baby_Scratch,1,1,1,1.0
196,176,34,45,0.199,Baby_Scratch,1,1,1,0.5189999999999997
196,182,34,45,0.198,Baby_Scratch,1,1,1,1.0
198,176,34,48,0.2,Baby_Scratch,1,1,1,0.48699999999999966
198,182,34,48,0.2,Baby_Scratch,1,1,1,1.0
199,176,34,49,0.201,Baby_Scratch,1,1,1,0.47199999999999964
199,182,34,49,0.201,Baby_Scratch,1,1,1,1.0
201,176,34,45,0.202,Baby_Scratch,1,1,1,0.4529999999999996
201,182,34,45,0.202,Baby_Scratch,1,1,1,1.0
202,176,34,49,0.203,Baby_Scratch,1,1,1,0.4379999999999996
202,182,34,49,0.203,Baby_Scratch,1,1,1,1.0
203,176,34,49,0.204,Baby_Scratch,1,1,1,0.42300000000000004
203,182,34,49,0.204,Baby_Scratch,1,1,1,1.0
204,176,34,49,0.205,Baby_Scratch,1,1,1,0.40800000000000003
204,182,34,49,0.205,Baby_Scratch,1,1,1,1.0
205,176,34,49,0.206,Baby_Scratch,1,1,1,0.393
205,182,34,49,0.206,Baby_Scratch,1,1,1,1.0
206,176,34,46,0.207,Baby_Scratch,1,1,1,0.375
206,182,34,46,0.207,Baby_Scratch,1,1,1,1.0
207,176,34,49,0.208,Baby_Scratch,1,1,1,0.36
207,182,34,49,0.208,Baby_Scratch,1,1,1,1.0
208,176,34,49,0.209,Baby_Scratch,1,1,1,0.345
208,182,34,49,0.209,Baby_Scratch,1,1,1,1.0
209,176,34,50,0.21,Baby_Scratch,1,1,1,0.33099999999999996
209,182,34,50,0.21,Baby_Scratch,1,1,1,1.0
210,176,34,49,0.211,Baby_Scratch,1,1,1,0.31599999999999995
210,182,34,49,0.211,Baby_Scratch,1,1,1,1.0
211,176,34,47,0.212,Baby_Scratch,1,1,1,0.29899999999999993
211,182,34,47,0.212,Baby_Scratch,1,1,1,1.0
212,176,34,49,0.213,Baby_Scratch,1,1,1,0.2839999999999999
212,182,34,49,0.213,Baby_Scratch,1,1,1,1.0
213,176,34,50,0.214,Baby_Scratch,1,1,1,0.2699999999999999
