,Unnamed: 0,Component_number,Position_number,Velocity,Time_stamp,Scratch_type,Trial_number,Group_number,No.,Position
63827,34720,182,31,126,0.149,Flare,1,5,41,1.2696875
63828,34621,176,34,68,0.15,Flare,1,5,41,-218.86500000000044
63829,34720,182,31,126,0.15,Flare,1,5,41,1.2696875
63830,34622,176,34,68,0.151,Flare,1,5,41,-218.85700000000045
63831,34720,182,31,126,0.151,Flare,1,5,41,1.2696875
63832,34622,176,34,68,0.152,Flare,1,5,41,-218.85700000000045
63833,34720,182,31,126,0.152,Flare,1,5,41,1.2696875
63834,34623,176,34,69,0.153,Flare,1,5,41,-218.85200000000043
63835,34720,182,31,126,0.153,Flare,1,5,41,1.2696875
63836,34625,176,34,69,0.154,Flare,1,5,41,-218.84700000000043
63837,34720,182,31,126,0.154,Flare,1,5,41,1.2696875
63838,34626,176,34,68,0.155,Flare,1,5,41,-218.84300000000044
63839,34720,182,31,126,0.155,Flare,1,5,41,1.2696875
63840,34627,176,34,68,0.156,Flare,1,5,41,-218.83900000000045
63841,34720,182,31,126,0.156,Flare,1,5,41,1.2696875
63842,34628,176,34,68,0.157,Flare,1,5,41,-218.8350000000005
63843,34720,182,31,126,0.157,Flare,1,5,41,1.2696875
63844,34629,176,34,69,0.158,Flare,1,5,41,-218.82500000000047
63845,34720,182,31,126,0.158,Flare,1,5,41,1.2696875
63846,34629,176,34,69,0.159,Flare,1,5,41,-218.82500000000047
63847,34720,182,31,126,0.159,Flare,1,5,41,1.2696875
63848,34631,176,34,69,0.16,Flare,1,5,41,-218.82000000000048
63849,34720,182,31,126,0.16,Flare,1,5,41,1.2696875
63850,34632,176,34,68,0.161,Flare,1,5,41,-218.81600000000049
63851,34720,182,31,126,0.161,Flare,1,5,41,1.2696875
63852,34633,176,34,68,0.162,Flare,1,5,41,-218.8120000000005
63853,34720,182,31,126,0.162,Flare,1,5,41,1.2696875
63854,34634,176,34,69,0.163,Flare,1,5,41,-218.8070000000005
63855,34720,182,31,126,0.163,Flare,1,5,41,1.2696875
63856,34635,176,34,68,0.164,Flare,1,5,41,-218.8030000000005
63857,34720,182,31,126,0.164,Flare,1,5,41,1.2696875
63858,34636,176,34,68,0.165,Flare,1,5,41,-218.7990000000005
63859,34720,182,31,126,0.165,Flare,1,5,41,1.2696875
63860,34637,176,34,68,0.166,Flare,1,5,41,-218.79500000000053
63861,34720,182,31,126,0.166,Flare,1,5,41,1.2696875
63862,34638,176,34,70,0.167,Flare,1,5,41,-218.78900000000053
63863,34720,182,31,126,0.167,Flare,1,5,41,1.2696875
63864,34639,176,34,68,0.168,Flare,1,5,41,-218.7850000000005
63865,34720,182,31,126,0.168,Flare,1,5,41,1.2696875
63866,34640,176,34,68,0.169,Flare,1,5,41,-218.78100000000052
63867,34720,182,31,126,0.169,Flare,1,5,41,1.2696875
63868,34641,176,34,69,0.17,Flare,1,5,41,-218.77600000000052
63869,34720,182,31,126,0.17,Flare,1,5,41,1.2696875
63870,34642,176,34,68,0.171,Flare,1,5,41,-218.77200000000056
63871,34720,182,31,126,0.171,Flare,1,5,41,1.2696875
63872,34643,176,34,68,0.172,Flare,1,5,41,-218.76800000000057
63873,34720,182,31,126,0.172,Flare,1,5,41,1.2696875
63874,34644,176,34,70,0.173,Flare,1,5,41,-218.76200000000057
63875,34720,182,31,126,0.173,Flare,1,5,41,1.2696875
63876,34645,176,34,68,0.174,Flare,1,5,41,-218.75800000000055
63877,34720,182,31,126,0.174,Flare,1,5,41,1.2696875
63878,34646,176,34,69,0.175,Flare,1,5,41,-218.75300000000055
63879,34720,182,31,126,0.175,Flare,1,5,41,1.2696875
63880,34647,176,34,68,0.176,Flare,1,5,41,-218.7490000000006
63881,34720,182,31,126,0.176,Flare,1,5,41,1.2696875
63882,34648,176,34,69,0.177,Flare,1,5,41,-218.7440000000006
63883,34720,182,31,126,0.177,Flare,1,5,41,1.2696875
63884,34649,176,34,70,0.178,Flare,1,5,41,-218.7380000000006
63885,34720,182,31,126,0.178,Flare,1,5,41,1.2696875
63886,34650,176,34,68,0.179,Flare,1,5,41,-218.7340000000006
63887,34720,182,31,126,0.179,Flare,1,5,41,1.2696875
63888,34651,176,34,69,0.18,Flare,1,5,41,-218.7290000000006
63889,34720,182,31,126,0.18,Flare,1,5,41,1.2696875
63890,34652,176,34,69,0.181,Flare,1,5,41,-218.7240000000006
63891,34720,182,31,126,0.181,Flare,1,5,41,1.2696875
63892,34653,176,34,69,0.182,Flare,1,5,41,-218.71900000000065
63893,34720,182,31,126,0.182,Flare,1,5,41,1.2696875
63894,34654,176,34,70,0.183,Flare,1,5,41,-218.71300000000065
63895,34720,182,31,126,0.183,Flare,1,5,41,1.2696875
63896,34655,176,34,69,0.184,Flare,1,5,41,-218.70800000000065
63897,34720,182,31,126,0.184,Flare,1,5,41,1.2696875
63898,34656,176,34,69,0.185,Flare,1,5,41,-218.69800000000063
63899,34720,182,31,126,0.185,Flare,1,5,41,1.2696875
63900,34656,176,34,69,0.186,Flare,1,5,41,-218.69800000000063
63901,34720,182,31,126,0.186,Flare,1,5,41,1.2696875
63902,34658,176,34,69,0.187,Flare,1,5,41,-218.69300000000064
63903,34720,182,31,126,0.187,Flare,1,5,41,1.2696875
63904,34659,176,34,70,0.188,Flare,1,5,41,-218.68700000000064
63905,34720,182,31,126,0.188,Flare,1,5,41,1.2696875
63906,34660,176,34,69,0.189,Flare,1,5,41,-218.68200000000064
63907,34720,182,31,126,0.189,Flare,1,5,41,1.2696875
63908,34661,176,34,69,0.19,Flare,1,5,41,-218.67700000000065
63909,34720,182,31,126,0.19,Flare,1,5,41,1.2696875
63910,34662,176,34,70,0.191,Flare,1,5,41,-218.67100000000065
63911,34720,182,31,126,0.191,Flare,1,5,41,1.2696875
63912,34663,176,34,69,0.192,Flare,1,5,41,-218.66600000000065
63913,34720,182,31,126,0.192,Flare,1,5,41,1.2696875
63914,34664,176,34,71,0.193,Flare,1,5,41,-218.65900000000065
63915,34720,182,31,126,0.193,Flare,1,5,41,1.2696875
63916,34665,176,34,69,0.194,Flare,1,5,41,-218.64900000000063
63917,34720,182,31,126,0.194,Flare,1,5,41,1.2696875
63918,34665,176,34,69,0.195,Flare,1,5,41,-218.64900000000063
63919,34720,182,31,126,0.195,Flare,1,5,41,1.2696875
63920,34667,176,34,70,0.196,Flare,1,5,41,-218.64300000000063
63921,34720,182,31,126,0.196,Flare,1,5,41,1.2696875
63922,34668,176,34,69,0.197,Flare,1,5,41,-218.63800000000063
63923,34720,182,31,126,0.197,Flare,1,5,41,1.2696875
63924,34669,176,34,71,0.198,Flare,1,5,41,-218.63100000000065
63925,34720,182,31,126,0.198,Flare,1,5,41,1.2696875
63926,34670,176,34,70,0.199,Flare,1,5,41,-218.62500000000065
63927,34720,182,31,126,0.199,Flare,1,5,41,1.2696875
63928,34671,176,34,70,0.2,Flare,1,5,41,-218.61900000000065
63929,34720,182,31,126,0.2,Flare,1,5,41,1.2696875
63930,34672,176,34,70,0.201,Flare,1,5,41,-218.61300000000065
63931,34720,182,31,126,0.201,Flare,1,5,41,1.2696875
63932,34673,176,34,70,0.202,Flare,1,5,41,-218.60700000000065
63933,34720,182,31,126,0.202,Flare,1,5,41,1.2696875
63934,34674,176,34,71,0.203,Flare,1,5,41,-218.60000000000065
63935,34720,182,31,126,0.203,Flare,1,5,41,1.2696875
63936,34675,176,34,71,0.204,Flare,1,5,41,-218.59300000000064
63937,34720,182,31,126,0.204,Flare,1,5,41,1.2696875
63938,34676,176,34,70,0.205,Flare,1,5,41,-218.58100000000064
63939,34720,182,31,126,0.205,Flare,1,5,41,1.2696875
63940,34676,176,34,70,0.206,Flare,1,5,41,-218.58100000000064
63941,34720,182,31,126,0.206,Flare,1,5,41,1.2696875
