,Component_number,Position_number,Velocity,Time_stamp,Scratch_type,Trial_number,Group_number,No.,Position
15992,176,34,60,4.431,Chirp,2,4,32,32.48800000000007
15912,182,31,119,4.431,Chirp,2,4,32,1.19921875
15912,182,31,119,4.4319999999999995,Chirp,2,4,32,1.19921875
15993,176,34,60,4.432,Chirp,2,4,32,32.484000000000066
15994,176,34,60,4.433,Chirp,2,4,32,32.48000000000007
15912,182,31,119,4.433,Chirp,2,4,32,1.19921875
15912,182,31,119,4.433999999999999,Chirp,2,4,32,1.19921875
15995,176,34,61,4.434,Chirp,2,4,32,32.47700000000007
15996,176,34,60,4.435,Chirp,2,4,32,32.47300000000007
15912,182,31,119,4.435,Chirp,2,4,32,1.19921875
15997,176,34,61,4.436,Chirp,2,4,32,32.47000000000007
15912,182,31,119,4.436,Chirp,2,4,32,1.19921875
15912,182,31,119,4.436999999999999,Chirp,2,4,32,1.19921875
15999,176,34,61,4.437,Chirp,2,4,32,32.46700000000007
16000,176,34,62,4.438,Chirp,2,4,32,32.465000000000074
15912,182,31,119,4.438,Chirp,2,4,32,1.19921875
16001,176,34,61,4.439,Chirp,2,4,32,32.462000000000074
15912,182,31,119,4.439,Chirp,2,4,32,1.19921875
15912,182,31,119,4.4399999999999995,Chirp,2,4,32,1.19921875
16002,176,34,61,4.44,Chirp,2,4,32,32.459000000000074
16003,176,34,61,4.441,Chirp,2,4,32,32.456000000000074
15912,182,31,119,4.441,Chirp,2,4,32,1.19921875
16004,176,34,62,4.442,Chirp,2,4,32,32.45400000000007
15912,182,31,119,4.442,Chirp,2,4,32,1.19921875
16005,176,34,62,4.443,Chirp,2,4,32,32.45200000000007
15912,182,31,119,4.443,Chirp,2,4,32,1.19921875
16006,176,34,62,4.444,Chirp,2,4,32,32.45000000000007
15912,182,31,119,4.444,Chirp,2,4,32,1.19921875
15912,182,31,119,4.444999999999999,Chirp,2,4,32,1.19921875
16007,176,34,62,4.445,Chirp,2,4,32,32.448000000000064
16008,176,34,62,4.446,Chirp,2,4,32,32.44600000000007
15912,182,31,119,4.446,Chirp,2,4,32,1.19921875
16009,176,34,62,4.447,Chirp,2,4,32,32.44400000000007
15912,182,31,119,4.447,Chirp,2,4,32,1.19921875
15912,182,31,119,4.4479999999999995,Chirp,2,4,32,1.19921875
16010,176,34,63,4.448,Chirp,2,4,32,32.44300000000007
16011,176,34,62,4.449,Chirp,2,4,32,32.441000000000074
15912,182,31,119,4.449,Chirp,2,4,32,1.19921875
15912,182,31,119,4.449999999999999,Chirp,2,4,32,1.19921875
16012,176,34,63,4.45,Chirp,2,4,32,32.440000000000076
16013,176,34,63,4.451,Chirp,2,4,32,32.43900000000008
15912,182,31,119,4.451,Chirp,2,4,32,1.19921875
16014,176,34,63,4.452,Chirp,2,4,32,32.43800000000008
15912,182,31,119,4.452,Chirp,2,4,32,1.19921875
16015,176,34,63,4.452999999999999,Chirp,2,4,32,32.43600000000008
15912,182,31,119,4.452999999999999,Chirp,2,4,32,1.19921875
16015,176,34,63,4.454,Chirp,2,4,32,32.43600000000008
15912,182,31,119,4.454,Chirp,2,4,32,1.19921875
16016,176,34,63,4.455,Chirp,2,4,32,32.43500000000008
15912,182,31,119,4.455,Chirp,2,4,32,1.19921875
16018,176,34,63,4.4559999999999995,Chirp,2,4,32,32.43300000000008
15912,182,31,119,4.4559999999999995,Chirp,2,4,32,1.19921875
16018,176,34,63,4.457,Chirp,2,4,32,32.43300000000008
15912,182,31,119,4.457,Chirp,2,4,32,1.19921875
16019,176,34,65,4.457999999999999,Chirp,2,4,32,32.443000000000076
15912,182,31,119,4.457999999999999,Chirp,2,4,32,1.19921875
16019,176,34,65,4.459,Chirp,2,4,32,32.443000000000076
15912,182,31,119,4.459,Chirp,2,4,32,1.19921875
16019,176,34,65,4.46,Chirp,2,4,32,32.443000000000076
15912,182,31,119,4.46,Chirp,2,4,32,1.19921875
16019,176,34,65,4.460999999999999,Chirp,2,4,32,32.443000000000076
15912,182,31,119,4.460999999999999,Chirp,2,4,32,1.19921875
16019,176,34,65,4.462,Chirp,2,4,32,32.443000000000076
15912,182,31,119,4.462,Chirp,2,4,32,1.19921875
16019,176,34,65,4.463,Chirp,2,4,32,32.443000000000076
15912,182,31,119,4.463,Chirp,2,4,32,1.19921875
16019,176,34,65,4.4639999999999995,Chirp,2,4,32,32.443000000000076
15912,182,31,119,4.4639999999999995,Chirp,2,4,32,1.19921875
16019,176,34,65,4.465,Chirp,2,4,32,32.443000000000076
15912,182,31,119,4.465,Chirp,2,4,32,1.19921875
16019,176,34,65,4.465999999999999,Chirp,2,4,32,32.443000000000076
15912,182,31,119,4.465999999999999,Chirp,2,4,32,1.19921875
16019,176,34,65,4.467,Chirp,2,4,32,32.443000000000076
15912,182,31,119,4.467,Chirp,2,4,32,1.19921875
16020,176,34,65,4.468,Chirp,2,4,32,32.446000000000076
15912,182,31,119,4.468,Chirp,2,4,32,1.19921875
16020,176,34,65,4.468999999999999,Chirp,2,4,32,32.446000000000076
15912,182,31,119,4.468999999999999,Chirp,2,4,32,1.19921875
16020,176,34,65,4.47,Chirp,2,4,32,32.446000000000076
15912,182,31,119,4.47,Chirp,2,4,32,1.19921875
16021,176,34,65,4.471,Chirp,2,4,32,32.44800000000008
15912,182,31,119,4.471,Chirp,2,4,32,1.19921875
16024,176,34,66,7.98,Chirp,3,4,33,7.016
16050,182,31,118,7.98,Chirp,3,4,33,1.18921875
16025,176,34,67,7.981,Chirp,3,4,33,7.018999999999998
16050,182,31,118,7.981000000000001,Chirp,3,4,33,1.18921875
16026,176,34,67,7.982,Chirp,3,4,33,7.021999999999999
16050,182,31,118,7.982,Chirp,3,4,33,1.18921875
16027,176,34,66,7.983,Chirp,3,4,33,7.023999999999998
16050,182,31,118,7.9830000000000005,Chirp,3,4,33,1.18921875
16028,176,34,68,7.984,Chirp,3,4,33,7.028
16050,182,31,118,7.984,Chirp,3,4,33,1.18921875
16029,176,34,68,7.985,Chirp,3,4,33,7.032000000000001
16050,182,31,118,7.985,Chirp,3,4,33,1.18921875
16030,176,34,67,7.986,Chirp,3,4,33,7.034999999999999
16050,182,31,118,7.986000000000001,Chirp,3,4,33,1.18921875
16031,176,34,68,7.987,Chirp,3,4,33,7.039000000000001
16050,182,31,118,7.987,Chirp,3,4,33,1.18921875
16032,176,34,68,7.988,Chirp,3,4,33,7.043000000000002
16050,182,31,118,7.988,Chirp,3,4,33,1.18921875
16033,176,34,68,7.989,Chirp,3,4,33,7.047
16050,182,31,118,7.989000000000001,Chirp,3,4,33,1.18921875
16034,176,34,68,7.99,Chirp,3,4,33,7.051000000000001
16050,182,31,118,7.99,Chirp,3,4,33,1.18921875
16035,176,34,68,7.991,Chirp,3,4,33,7.054999999999999
16050,182,31,118,7.9910000000000005,Chirp,3,4,33,1.18921875
16036,176,34,68,7.992,Chirp,3,4,33,7.059
16050,182,31,118,7.992,Chirp,3,4,33,1.18921875
16037,176,34,68,7.993,Chirp,3,4,33,7.0630000000000015
16050,182,31,118,7.993,Chirp,3,4,33,1.18921875
16038,176,34,69,7.994,Chirp,3,4,33,7.067999999999999
16050,182,31,118,7.994000000000001,Chirp,3,4,33,1.18921875
16039,176,34,69,7.995,Chirp,3,4,33,7.073
16050,182,31,118,7.995,Chirp,3,4,33,1.18921875
16040,176,34,68,7.996,Chirp,3,4,33,7.077000000000002
16050,182,31,118,7.996,Chirp,3,4,33,1.18921875
16041,176,34,69,7.997,Chirp,3,4,33,7.081999999999999
16050,182,31,118,7.997000000000001,Chirp,3,4,33,1.18921875
16042,176,34,68,7.998,Chirp,3,4,33,7.086
16050,182,31,118,7.998,Chirp,3,4,33,1.18921875
16043,176,34,69,7.999,Chirp,3,4,33,7.0909999999999975
16050,182,31,118,7.9990000000000006,Chirp,3,4,33,1.18921875
16044,176,34,69,8.0,Chirp,3,4,33,7.095999999999999
16050,182,31,118,8.0,Chirp,3,4,33,1.18921875
16045,176,34,69,8.001,Chirp,3,4,33,7.100999999999996
16050,182,31,118,8.001000000000001,Chirp,3,4,33,1.18921875
16046,176,34,69,8.002,Chirp,3,4,33,7.1060000000000025
16050,182,31,118,8.002,Chirp,3,4,33,1.18921875
16047,176,34,69,8.003,Chirp,3,4,33,7.111
16050,182,31,118,8.003,Chirp,3,4,33,1.18921875
16048,176,34,69,8.004,Chirp,3,4,33,7.115999999999997
16050,182,31,118,8.004,Chirp,3,4,33,1.18921875
16049,176,34,71,8.005,Chirp,3,4,33,7.1230000000000055
16050,182,31,118,8.005,Chirp,3,4,33,1.18921875
16052,176,34,69,8.006,Chirp,3,4,33,7.128000000000003
16050,182,31,118,8.006,Chirp,3,4,33,1.18921875
16055,176,34,70,8.007,Chirp,3,4,33,7.1339999999999995
16053,182,31,118,8.007,Chirp,3,4,33,1.18921875
16058,176,34,69,8.008,Chirp,3,4,33,7.138999999999997
16056,182,31,118,8.008,Chirp,3,4,33,1.18921875
16061,176,34,70,8.009,Chirp,3,4,33,7.145000000000004
16059,182,31,118,8.009,Chirp,3,4,33,1.18921875
16064,176,34,70,8.01,Chirp,3,4,33,7.151000000000001
16062,182,31,118,8.01,Chirp,3,4,33,1.189140625
16067,176,34,70,8.011,Chirp,3,4,33,7.156999999999997
16065,182,31,117,8.011,Chirp,3,4,33,1.179140625
16070,176,34,69,8.012,Chirp,3,4,33,7.1620000000000035
16068,182,31,117,8.012,Chirp,3,4,33,1.179140625
16073,176,34,70,8.013,Chirp,3,4,33,7.168
16071,182,31,117,8.013,Chirp,3,4,33,1.179140625
16076,176,34,71,8.014,Chirp,3,4,33,7.174999999999996
16074,182,31,117,8.014,Chirp,3,4,33,1.179140625
16079,176,34,71,8.015,Chirp,3,4,33,7.182000000000005
16077,182,31,117,8.015,Chirp,3,4,33,1.1790625
16082,176,34,71,8.016,Chirp,3,4,33,7.189000000000001
16080,182,31,116,8.016,Chirp,3,4,33,1.1690625
16085,176,34,70,8.017,Chirp,3,4,33,7.194999999999998
16083,182,31,116,8.017,Chirp,3,4,33,1.1690625
16088,176,34,71,8.018,Chirp,3,4,33,7.202000000000006
16086,182,31,116,8.018,Chirp,3,4,33,1.1690625
16091,176,34,71,8.019,Chirp,3,4,33,7.209000000000002
16089,182,31,116,8.019,Chirp,3,4,33,1.168984375
16094,176,34,72,8.02,Chirp,3,4,33,7.216999999999998
16092,182,31,115,8.02,Chirp,3,4,33,1.158984375
16097,176,34,71,8.021,Chirp,3,4,33,7.224000000000006
16095,182,31,115,8.021,Chirp,3,4,33,1.158984375
16100,176,34,71,8.022,Chirp,3,4,33,7.2310000000000025
16098,182,31,115,8.022,Chirp,3,4,33,1.158984375
16103,176,34,72,8.023,Chirp,3,4,33,7.238999999999998
16101,182,31,115,8.023,Chirp,3,4,33,1.15890625
16106,176,34,71,8.024,Chirp,3,4,33,7.245999999999994
16104,182,31,114,8.024,Chirp,3,4,33,1.14890625
16109,176,34,73,8.025,Chirp,3,4,33,7.255000000000005
16107,182,31,114,8.025,Chirp,3,4,33,1.14890625
16112,176,34,71,8.026,Chirp,3,4,33,7.262000000000001
16110,182,31,114,8.026,Chirp,3,4,33,1.14890625
16115,176,34,72,8.027,Chirp,3,4,33,7.269999999999997
16113,182,31,114,8.027,Chirp,3,4,33,1.14890625
16118,176,34,72,8.028,Chirp,3,4,33,7.278000000000007
16116,182,31,114,8.028,Chirp,3,4,33,1.14890625
16121,176,34,72,8.029,Chirp,3,4,33,7.286000000000002
16119,182,31,114,8.029,Chirp,3,4,33,1.148828125
16122,176,34,72,8.03,Chirp,3,4,33,7.293999999999998
16123,182,31,113,8.030000000000001,Chirp,3,4,33,1.138828125
16125,176,34,74,8.031,Chirp,3,4,33,7.30400000000001
16123,182,31,113,8.031,Chirp,3,4,33,1.138828125
16128,176,34,73,8.032,Chirp,3,4,33,7.313000000000005
16126,182,31,113,8.032,Chirp,3,4,33,1.138828125
16129,176,34,72,8.033,Chirp,3,4,33,7.321000000000001
16130,182,31,113,8.033000000000001,Chirp,3,4,33,1.138828125
16132,176,34,73,8.034,Chirp,3,4,33,7.330000000000012
16130,182,31,113,8.034,Chirp,3,4,33,1.138828125
16133,176,34,73,8.035,Chirp,3,4,33,7.339000000000007
16134,182,31,113,8.035,Chirp,3,4,33,1.13875
16136,176,34,74,8.036,Chirp,3,4,33,7.349000000000001
16134,182,31,113,8.036,Chirp,3,4,33,1.13875
16137,176,34,73,8.037,Chirp,3,4,33,7.358000000000012
16139,182,31,112,8.037,Chirp,3,4,33,1.128828125
16138,176,34,74,8.038,Chirp,3,4,33,7.3680000000000065
16139,182,31,112,8.038,Chirp,3,4,33,1.128828125
16141,176,34,73,8.039,Chirp,3,4,33,7.377000000000002
16139,182,31,112,8.039,Chirp,3,4,33,1.128828125
16142,176,34,74,8.04,Chirp,3,4,33,7.386999999999996
16209,182,31,113,8.040000000000001,Chirp,3,4,33,1.138828125
16143,176,34,76,8.041,Chirp,3,4,33,7.399000000000011
16209,182,31,113,8.041,Chirp,3,4,33,1.138828125
16144,176,34,74,8.042,Chirp,3,4,33,7.409000000000005
16209,182,31,113,8.042,Chirp,3,4,33,1.138828125
16145,176,34,74,8.043,Chirp,3,4,33,7.419
16209,182,31,113,8.043000000000001,Chirp,3,4,33,1.138828125
16146,176,34,74,8.044,Chirp,3,4,33,7.429000000000012
16209,182,31,113,8.044,Chirp,3,4,33,1.138828125
16147,176,34,75,8.045,Chirp,3,4,33,7.440000000000006
16209,182,31,113,8.045,Chirp,3,4,33,1.138828125
16148,176,34,77,8.046,Chirp,3,4,33,7.4529999999999985
16209,182,31,113,8.046000000000001,Chirp,3,4,33,1.138828125
16149,176,34,75,8.047,Chirp,3,4,33,7.464000000000012
16209,182,31,113,8.047,Chirp,3,4,33,1.138828125
16150,176,34,75,8.048,Chirp,3,4,33,7.475000000000006
16209,182,31,113,8.048,Chirp,3,4,33,1.138828125
16151,176,34,75,8.049,Chirp,3,4,33,7.486
16209,182,31,113,8.049000000000001,Chirp,3,4,33,1.138828125
16152,176,34,75,8.05,Chirp,3,4,33,7.497000000000013
16209,182,31,113,8.05,Chirp,3,4,33,1.138828125
16153,176,34,77,8.051,Chirp,3,4,33,7.510000000000006
16209,182,31,113,8.051,Chirp,3,4,33,1.138828125
16154,176,34,76,8.052,Chirp,3,4,33,7.521999999999999
16209,182,31,113,8.052,Chirp,3,4,33,1.138828125
16155,176,34,75,8.053,Chirp,3,4,33,7.533000000000013
16209,182,31,113,8.053,Chirp,3,4,33,1.138828125
16156,176,34,76,8.054,Chirp,3,4,33,7.545000000000006
16209,182,31,113,8.054,Chirp,3,4,33,1.138828125
16157,176,34,77,8.055,Chirp,3,4,33,7.557999999999999
16209,182,31,113,8.055,Chirp,3,4,33,1.138828125
16158,176,34,79,8.056,Chirp,3,4,33,7.572999999999991
16209,182,31,113,8.056000000000001,Chirp,3,4,33,1.138828125
16159,176,34,76,8.057,Chirp,3,4,33,7.585000000000005
16209,182,31,113,8.057,Chirp,3,4,33,1.138828125
16160,176,34,75,8.058,Chirp,3,4,33,7.595999999999999
16209,182,31,113,8.058,Chirp,3,4,33,1.138828125
16161,176,34,77,8.059,Chirp,3,4,33,7.608999999999992
16209,182,31,113,8.059000000000001,Chirp,3,4,33,1.138828125
16162,176,34,77,8.06,Chirp,3,4,33,7.622000000000008
16209,182,31,113,8.06,Chirp,3,4,33,1.138828125
16163,176,34,80,8.061,Chirp,3,4,33,7.637999999999999
16209,182,31,113,8.061,Chirp,3,4,33,1.138828125
16164,176,34,77,8.062,Chirp,3,4,33,7.650999999999992
16209,182,31,113,8.062000000000001,Chirp,3,4,33,1.138828125
16165,176,34,77,8.063,Chirp,3,4,33,7.664000000000008
16209,182,31,113,8.063,Chirp,3,4,33,1.138828125
16166,176,34,78,8.064,Chirp,3,4,33,7.678
16209,182,31,113,8.064,Chirp,3,4,33,1.138828125
16167,176,34,77,8.065,Chirp,3,4,33,7.690999999999993
16209,182,31,113,8.065000000000001,Chirp,3,4,33,1.138828125
16168,176,34,81,8.066,Chirp,3,4,33,7.7080000000000135
16209,182,31,113,8.066,Chirp,3,4,33,1.138828125
16169,176,34,77,8.067,Chirp,3,4,33,7.721000000000006
16209,182,31,113,8.067,Chirp,3,4,33,1.138828125
16170,176,34,78,8.068,Chirp,3,4,33,7.7349999999999985
16209,182,31,113,8.068,Chirp,3,4,33,1.138828125
16171,176,34,78,8.069,Chirp,3,4,33,7.749000000000016
16209,182,31,113,8.069,Chirp,3,4,33,1.138828125
16172,176,34,78,8.07,Chirp,3,4,33,7.763000000000008
16209,182,31,113,8.07,Chirp,3,4,33,1.138828125
16173,176,34,81,8.071,Chirp,3,4,33,7.7799999999999985
16209,182,31,113,8.071,Chirp,3,4,33,1.138828125
16174,176,34,78,8.072,Chirp,3,4,33,7.793999999999991
16209,182,31,113,8.072000000000001,Chirp,3,4,33,1.138828125
16175,176,34,78,8.073,Chirp,3,4,33,7.808000000000008
16209,182,31,113,8.073,Chirp,3,4,33,1.138828125
16176,176,34,78,8.074,Chirp,3,4,33,7.822
16209,182,31,113,8.074,Chirp,3,4,33,1.138828125
16177,176,34,78,8.075,Chirp,3,4,33,7.835999999999992
16209,182,31,113,8.075000000000001,Chirp,3,4,33,1.138828125
16178,176,34,82,8.076,Chirp,3,4,33,7.854000000000014
16209,182,31,113,8.076,Chirp,3,4,33,1.138828125
16179,176,34,79,8.077,Chirp,3,4,33,7.869000000000006
16209,182,31,113,8.077,Chirp,3,4,33,1.138828125
16180,176,34,78,8.078,Chirp,3,4,33,7.882999999999998
16209,182,31,113,8.078000000000001,Chirp,3,4,33,1.138828125
16181,176,34,79,8.079,Chirp,3,4,33,7.898000000000017
16209,182,31,113,8.079,Chirp,3,4,33,1.138828125
16182,176,34,78,8.08,Chirp,3,4,33,7.912000000000009
16209,182,31,113,8.08,Chirp,3,4,33,1.138828125
16183,176,34,79,8.081,Chirp,3,4,33,7.9270000000000005
16209,182,31,113,8.081000000000001,Chirp,3,4,33,1.138828125
16184,176,34,82,8.082,Chirp,3,4,33,7.9630000000000125
16209,182,31,113,8.082,Chirp,3,4,33,1.138828125
16184,176,34,82,8.083,Chirp,3,4,33,7.9630000000000125
16209,182,31,113,8.083,Chirp,3,4,33,1.138828125
16186,176,34,79,8.084,Chirp,3,4,33,7.9930000000000225
16209,182,31,113,8.084,Chirp,3,4,33,1.138828125
16186,176,34,79,8.085,Chirp,3,4,33,7.9930000000000225
16209,182,31,113,8.085,Chirp,3,4,33,1.138828125
16188,176,34,79,8.086,Chirp,3,4,33,8.023000000000007
16209,182,31,113,8.086,Chirp,3,4,33,1.138828125
16188,176,34,79,8.087,Chirp,3,4,33,8.023000000000007
16209,182,31,113,8.087,Chirp,3,4,33,1.138828125
16190,176,34,79,8.088,Chirp,3,4,33,8.037999999999998
16209,182,31,113,8.088000000000001,Chirp,3,4,33,1.138828125
16191,176,34,79,8.089,Chirp,3,4,33,8.068000000000008
16209,182,31,113,8.089,Chirp,3,4,33,1.138828125
16191,176,34,79,8.09,Chirp,3,4,33,8.068000000000008
16209,182,31,113,8.09,Chirp,3,4,33,1.138828125
16193,176,34,79,8.091,Chirp,3,4,33,8.083
16209,182,31,113,8.091000000000001,Chirp,3,4,33,1.138828125
16194,176,34,83,8.092,Chirp,3,4,33,8.102000000000023
16209,182,31,113,8.092,Chirp,3,4,33,1.138828125
16195,176,34,80,8.093,Chirp,3,4,33,8.134000000000006
16209,182,31,113,8.093,Chirp,3,4,33,1.138828125
16195,176,34,80,8.094,Chirp,3,4,33,8.134000000000006
16209,182,31,113,8.094000000000001,Chirp,3,4,33,1.138828125
16197,176,34,79,8.095,Chirp,3,4,33,8.164000000000016
16209,182,31,113,8.095,Chirp,3,4,33,1.138828125
16197,176,34,79,8.096,Chirp,3,4,33,8.164000000000016
16209,182,31,113,8.096,Chirp,3,4,33,1.138828125
16198,176,34,79,8.097,Chirp,3,4,33,8.179000000000007
16209,182,31,113,8.097000000000001,Chirp,3,4,33,1.138828125
16199,176,34,82,8.098,Chirp,3,4,33,8.19700000000003
16209,182,31,113,8.098,Chirp,3,4,33,1.138828125
16201,176,34,79,8.099,Chirp,3,4,33,8.227000000000013
16209,182,31,113,8.099,Chirp,3,4,33,1.138828125
16201,176,34,79,8.1,Chirp,3,4,33,8.227000000000013
16209,182,31,113,8.1,Chirp,3,4,33,1.138828125
16203,176,34,79,8.101,Chirp,3,4,33,8.242000000000031
16209,182,31,113,8.101,Chirp,3,4,33,1.138828125
16204,176,34,82,8.102,Chirp,3,4,33,8.278000000000011
16209,182,31,113,8.102,Chirp,3,4,33,1.138828125
16204,176,34,82,8.103,Chirp,3,4,33,8.278000000000011
16209,182,31,113,8.103,Chirp,3,4,33,1.138828125
16206,176,34,79,8.104,Chirp,3,4,33,8.293000000000003
16209,182,31,113,8.104000000000001,Chirp,3,4,33,1.138828125
16207,176,34,79,8.105,Chirp,3,4,33,8.308000000000021
16209,182,31,113,8.105,Chirp,3,4,33,1.138828125
16208,176,34,78,8.106,Chirp,3,4,33,8.336000000000006
16209,182,31,113,8.106,Chirp,3,4,33,1.138828125
16208,176,34,78,8.107,Chirp,3,4,33,8.336000000000006
16209,182,31,113,8.107,Chirp,3,4,33,1.138828125
16214,176,34,80,8.108,Chirp,3,4,33,8.368000000000016
16212,182,31,113,8.108,Chirp,3,4,33,1.13890625
16214,176,34,80,8.109,Chirp,3,4,33,8.368000000000016
16212,182,31,113,8.109,Chirp,3,4,33,1.13890625
16217,176,34,79,8.11,Chirp,3,4,33,8.383000000000008
16215,182,31,114,8.11,Chirp,3,4,33,1.1490625
16220,176,34,79,8.111,Chirp,3,4,33,8.398000000000026
16218,182,31,116,8.111,Chirp,3,4,33,1.169296875
16226,176,34,82,8.112,Chirp,3,4,33,8.434000000000006
16224,182,31,119,8.112,Chirp,3,4,33,1.19953125
16226,176,34,82,8.113,Chirp,3,4,33,8.434000000000006
16224,182,31,119,8.113,Chirp,3,4,33,1.19953125
16232,176,34,79,8.114,Chirp,3,4,33,8.464000000000016
16230,182,31,122,8.114,Chirp,3,4,33,1.22984375
16232,176,34,79,8.115,Chirp,3,4,33,8.464000000000016
16230,182,31,122,8.115,Chirp,3,4,33,1.22984375
16238,176,34,78,8.116,Chirp,3,4,33,8.492000000000026
16236,182,31,126,8.116,Chirp,3,4,33,1.269921875
16238,176,34,78,8.117,Chirp,3,4,33,8.492000000000026
16236,182,31,126,8.117,Chirp,3,4,33,1.269921875
16241,176,34,81,8.118,Chirp,3,4,33,8.509000000000016
16239,182,31,127,8.118,Chirp,3,4,33,1.279921875
16245,176,34,78,8.119,Chirp,3,4,33,8.537
16409,182,31,127,8.119,Chirp,3,4,33,1.279921875
16245,176,34,78,8.12,Chirp,3,4,33,8.537
16409,182,31,127,8.120000000000001,Chirp,3,4,33,1.279921875
16247,176,34,78,8.121,Chirp,3,4,33,8.56500000000001
16409,182,31,127,8.121,Chirp,3,4,33,1.279921875
16247,176,34,78,8.122,Chirp,3,4,33,8.56500000000001
16409,182,31,127,8.122,Chirp,3,4,33,1.279921875
16249,176,34,77,8.123000000000001,Chirp,3,4,33,8.591000000000019
16409,182,31,127,8.123000000000001,Chirp,3,4,33,1.279921875
16249,176,34,77,8.124,Chirp,3,4,33,8.591000000000019
16409,182,31,127,8.124,Chirp,3,4,33,1.279921875
16251,176,34,78,8.125,Chirp,3,4,33,8.619000000000003
16409,182,31,127,8.125,Chirp,3,4,33,1.279921875
16251,176,34,78,8.126,Chirp,3,4,33,8.619000000000003
16409,182,31,127,8.126000000000001,Chirp,3,4,33,1.279921875
16252,176,34,77,8.127,Chirp,3,4,33,8.63200000000002
16409,182,31,127,8.127,Chirp,3,4,33,1.279921875
16254,176,34,77,8.128,Chirp,3,4,33,8.658000000000005
16409,182,31,127,8.128,Chirp,3,4,33,1.279921875
16254,176,34,77,8.129,Chirp,3,4,33,8.658000000000005
16409,182,31,127,8.129,Chirp,3,4,33,1.279921875
16256,176,34,77,8.13,Chirp,3,4,33,8.67100000000002
16409,182,31,127,8.13,Chirp,3,4,33,1.279921875
16257,176,34,76,8.131,Chirp,3,4,33,8.683000000000014
16409,182,31,127,8.131,Chirp,3,4,33,1.279921875
16258,176,34,77,8.132,Chirp,3,4,33,8.696000000000007
16409,182,31,127,8.132,Chirp,3,4,33,1.279921875
16259,176,34,79,8.133,Chirp,3,4,33,8.710999999999999
16409,182,31,127,8.133000000000001,Chirp,3,4,33,1.279921875
16260,176,34,77,8.134,Chirp,3,4,33,8.737000000000007
16409,182,31,127,8.134,Chirp,3,4,33,1.279921875
16260,176,34,77,8.135,Chirp,3,4,33,8.737000000000007
16409,182,31,127,8.135,Chirp,3,4,33,1.279921875
16262,176,34,76,8.136000000000001,Chirp,3,4,33,8.761000000000015
16409,182,31,127,8.136000000000001,Chirp,3,4,33,1.279921875
16262,176,34,76,8.137,Chirp,3,4,33,8.761000000000015
16409,182,31,127,8.137,Chirp,3,4,33,1.279921875
16263,176,34,76,8.138,Chirp,3,4,33,8.773000000000009
16409,182,31,127,8.138,Chirp,3,4,33,1.279921875
16264,176,34,78,8.139,Chirp,3,4,33,8.787
16409,182,31,127,8.139000000000001,Chirp,3,4,33,1.279921875
16265,176,34,76,8.14,Chirp,3,4,33,8.799000000000015
16409,182,31,127,8.14,Chirp,3,4,33,1.279921875
16267,176,34,75,8.141,Chirp,3,4,33,8.821000000000003
16409,182,31,127,8.141,Chirp,3,4,33,1.279921875
16267,176,34,75,8.142,Chirp,3,4,33,8.821000000000003
16409,182,31,127,8.142000000000001,Chirp,3,4,33,1.279921875
16268,176,34,75,8.143,Chirp,3,4,33,8.832000000000017
16409,182,31,127,8.143,Chirp,3,4,33,1.279921875
16270,176,34,75,8.144,Chirp,3,4,33,8.84300000000001
16409,182,31,127,8.144,Chirp,3,4,33,1.279921875
16271,176,34,75,8.145,Chirp,3,4,33,8.865000000000018
16409,182,31,127,8.145,Chirp,3,4,33,1.279921875
16271,176,34,75,8.146,Chirp,3,4,33,8.865000000000018
16409,182,31,127,8.146,Chirp,3,4,33,1.279921875
16272,176,34,74,8.147,Chirp,3,4,33,8.875000000000012
16409,182,31,127,8.147,Chirp,3,4,33,1.279921875
16274,176,34,75,8.148,Chirp,3,4,33,8.886000000000006
16409,182,31,127,8.148,Chirp,3,4,33,1.279921875
16275,176,34,73,8.149000000000001,Chirp,3,4,33,8.904000000000012
16409,182,31,127,8.149000000000001,Chirp,3,4,33,1.279921875
16275,176,34,73,8.15,Chirp,3,4,33,8.904000000000012
16409,182,31,127,8.15,Chirp,3,4,33,1.279921875
16277,176,34,73,8.151,Chirp,3,4,33,8.913000000000007
16409,182,31,127,8.151,Chirp,3,4,33,1.279921875
16278,176,34,73,8.152,Chirp,3,4,33,8.922000000000002
16409,182,31,127,8.152000000000001,Chirp,3,4,33,1.279921875
16279,176,34,75,8.153,Chirp,3,4,33,8.94400000000001
16409,182,31,127,8.153,Chirp,3,4,33,1.279921875
16279,176,34,75,8.154,Chirp,3,4,33,8.94400000000001
16409,182,31,127,8.154,Chirp,3,4,33,1.279921875
16280,176,34,72,8.155,Chirp,3,4,33,8.952000000000005
16409,182,31,127,8.155000000000001,Chirp,3,4,33,1.279921875
16281,176,34,72,8.156,Chirp,3,4,33,8.960000000000015
16409,182,31,127,8.156,Chirp,3,4,33,1.279921875
16283,176,34,72,8.157,Chirp,3,4,33,8.976000000000006
16409,182,31,127,8.157,Chirp,3,4,33,1.279921875
16283,176,34,72,8.158,Chirp,3,4,33,8.976000000000006
16409,182,31,127,8.158000000000001,Chirp,3,4,33,1.279921875
16284,176,34,73,8.159,Chirp,3,4,33,8.985000000000017
16409,182,31,127,8.159,Chirp,3,4,33,1.279921875
16285,176,34,71,8.16,Chirp,3,4,33,8.992000000000013
