,Component_number,Position_number,Velocity,Time_stamp,Scratch_type,Trial_number,Group_number,No.,Position
3306,182,31,106,23.987,Chirp,7,1,7,1.06828125
3223,176,34,72,23.988,Chirp,7,1,7,7.244999999999987
3306,182,31,106,23.988,Chirp,7,1,7,1.06828125
3306,182,31,106,23.988999999999997,Chirp,7,1,7,1.06828125
3224,176,34,72,23.989,Chirp,7,1,7,7.252999999999997
3225,176,34,73,23.99,Chirp,7,1,7,7.261999999999976
3306,182,31,106,23.99,Chirp,7,1,7,1.06828125
3226,176,34,72,23.991,Chirp,7,1,7,7.269999999999985
3306,182,31,106,23.991,Chirp,7,1,7,1.06828125
3306,182,31,106,23.991999999999997,Chirp,7,1,7,1.06828125
3227,176,34,75,23.992,Chirp,7,1,7,7.280999999999999
3228,176,34,73,23.993,Chirp,7,1,7,7.289999999999978
3306,182,31,106,23.993,Chirp,7,1,7,1.06828125
3229,176,34,73,23.994,Chirp,7,1,7,7.298999999999989
3306,182,31,106,23.994,Chirp,7,1,7,1.06828125
3306,182,31,106,23.994999999999997,Chirp,7,1,7,1.06828125
3230,176,34,73,23.995,Chirp,7,1,7,7.308
3231,176,34,74,23.996,Chirp,7,1,7,7.3179999999999765
3306,182,31,106,23.996,Chirp,7,1,7,1.06828125
3232,176,34,75,23.997,Chirp,7,1,7,7.32899999999999
3306,182,31,106,23.997,Chirp,7,1,7,1.06828125
3306,182,31,106,23.997999999999998,Chirp,7,1,7,1.06828125
3233,176,34,74,23.998,Chirp,7,1,7,7.339000000000002
3234,176,34,73,23.999,Chirp,7,1,7,7.347999999999981
3306,182,31,106,23.999,Chirp,7,1,7,1.06828125
3235,176,34,74,24.0,Chirp,7,1,7,7.357999999999993
3306,182,31,106,24.0,Chirp,7,1,7,1.06828125
3306,182,31,106,24.000999999999998,Chirp,7,1,7,1.06828125
3236,176,34,73,24.001,Chirp,7,1,7,7.367000000000004
3237,176,34,76,24.002,Chirp,7,1,7,7.3789999999999765
3306,182,31,106,24.002,Chirp,7,1,7,1.06828125
3238,176,34,75,24.003,Chirp,7,1,7,7.38999999999999
3306,182,31,106,24.003,Chirp,7,1,7,1.06828125
3306,182,31,106,24.003999999999998,Chirp,7,1,7,1.06828125
3239,176,34,74,24.004,Chirp,7,1,7,7.400000000000002
3240,176,34,74,24.005,Chirp,7,1,7,7.409999999999979
3306,182,31,106,24.005,Chirp,7,1,7,1.06828125
3241,176,34,74,24.006,Chirp,7,1,7,7.419999999999991
3306,182,31,106,24.006,Chirp,7,1,7,1.06828125
3306,182,31,106,24.006999999999998,Chirp,7,1,7,1.06828125
3242,176,34,74,24.007,Chirp,7,1,7,7.430000000000003
3243,176,34,76,24.008,Chirp,7,1,7,7.441999999999975
3306,182,31,106,24.008,Chirp,7,1,7,1.06828125
3244,176,34,75,24.009,Chirp,7,1,7,7.452999999999989
3306,182,31,106,24.009,Chirp,7,1,7,1.06828125
3306,182,31,106,24.009999999999998,Chirp,7,1,7,1.06828125
3245,176,34,74,24.01,Chirp,7,1,7,7.463000000000001
3246,176,34,74,24.011,Chirp,7,1,7,7.472999999999978
3306,182,31,106,24.011,Chirp,7,1,7,1.06828125
3306,182,31,106,24.011999999999997,Chirp,7,1,7,1.06828125
3247,176,34,75,24.012,Chirp,7,1,7,7.483999999999991
3306,182,31,106,24.012999999999998,Chirp,7,1,7,1.06828125
3248,176,34,76,24.013,Chirp,7,1,7,7.496000000000006
3249,176,34,74,24.014,Chirp,7,1,7,7.5059999999999825
3306,182,31,106,24.014,Chirp,7,1,7,1.06828125
3306,182,31,106,24.014999999999997,Chirp,7,1,7,1.06828125
3250,176,34,75,24.015,Chirp,7,1,7,7.516999999999996
3251,176,34,74,24.016,Chirp,7,1,7,7.526999999999973
3306,182,31,106,24.016,Chirp,7,1,7,1.06828125
3252,176,34,75,24.017,Chirp,7,1,7,7.537999999999986
3306,182,31,106,24.017,Chirp,7,1,7,1.06828125
3306,182,31,106,24.017999999999997,Chirp,7,1,7,1.06828125
3253,176,34,77,24.018,Chirp,7,1,7,7.551000000000002
3254,176,34,74,24.019,Chirp,7,1,7,7.560999999999979
3306,182,31,106,24.019,Chirp,7,1,7,1.06828125
3255,176,34,75,24.02,Chirp,7,1,7,7.571999999999992
3306,182,31,106,24.02,Chirp,7,1,7,1.06828125
3306,182,31,106,24.020999999999997,Chirp,7,1,7,1.06828125
3256,176,34,74,24.021,Chirp,7,1,7,7.582000000000004
3257,176,34,75,24.022,Chirp,7,1,7,7.592999999999979
3306,182,31,106,24.022,Chirp,7,1,7,1.06828125
3258,176,34,78,24.023,Chirp,7,1,7,7.606999999999996
3306,182,31,106,24.023,Chirp,7,1,7,1.06828125
3306,182,31,106,24.023999999999997,Chirp,7,1,7,1.06828125
3259,176,34,75,24.024,Chirp,7,1,7,7.618000000000009
3260,176,34,75,24.025,Chirp,7,1,7,7.628999999999984
3306,182,31,106,24.025,Chirp,7,1,7,1.06828125
3261,176,34,74,24.026,Chirp,7,1,7,7.638999999999996
3306,182,31,106,24.026,Chirp,7,1,7,1.06828125
3306,182,31,106,24.026999999999997,Chirp,7,1,7,1.06828125
3262,176,34,75,24.027,Chirp,7,1,7,7.650000000000009
3263,176,34,77,24.028,Chirp,7,1,7,7.662999999999979
3306,182,31,106,24.028,Chirp,7,1,7,1.06828125
3264,176,34,76,24.029,Chirp,7,1,7,7.674999999999994
3306,182,31,106,24.029,Chirp,7,1,7,1.06828125
3306,182,31,106,24.029999999999998,Chirp,7,1,7,1.06828125
3265,176,34,76,24.03,Chirp,7,1,7,7.687000000000008
3266,176,34,75,24.031,Chirp,7,1,7,7.697999999999983
3306,182,31,106,24.031,Chirp,7,1,7,1.06828125
3267,176,34,76,24.032,Chirp,7,1,7,7.709999999999997
3306,182,31,106,24.032,Chirp,7,1,7,1.06828125
3306,182,31,106,24.032999999999998,Chirp,7,1,7,1.06828125
3268,176,34,79,24.033,Chirp,7,1,7,7.725000000000016
3269,176,34,76,24.034,Chirp,7,1,7,7.736999999999988
3306,182,31,106,24.034,Chirp,7,1,7,1.06828125
3270,176,34,76,24.035,Chirp,7,1,7,7.749000000000002
3306,182,31,106,24.035,Chirp,7,1,7,1.06828125
3306,182,31,106,24.035999999999998,Chirp,7,1,7,1.06828125
3271,176,34,75,24.036,Chirp,7,1,7,7.760000000000016
3272,176,34,76,24.037,Chirp,7,1,7,7.771999999999988
3306,182,31,106,24.037,Chirp,7,1,7,1.06828125
3306,182,31,106,24.037999999999997,Chirp,7,1,7,1.06828125
3273,176,34,79,24.038,Chirp,7,1,7,7.787000000000006
3306,182,31,106,24.038999999999998,Chirp,7,1,7,1.06828125
3274,176,34,76,24.039,Chirp,7,1,7,7.799000000000021
3275,176,34,77,24.04,Chirp,7,1,7,7.8119999999999905
3306,182,31,106,24.04,Chirp,7,1,7,1.06828125
3306,182,31,106,24.040999999999997,Chirp,7,1,7,1.06828125
3276,176,34,76,24.041,Chirp,7,1,7,7.824000000000005
3306,182,31,106,24.041999999999998,Chirp,7,1,7,1.06828125
3277,176,34,76,24.042,Chirp,7,1,7,7.83600000000002
3278,176,34,79,24.043,Chirp,7,1,7,7.850999999999985
3306,182,31,106,24.043,Chirp,7,1,7,1.06828125
3306,182,31,106,24.043999999999997,Chirp,7,1,7,1.06828125
3279,176,34,77,24.044,Chirp,7,1,7,7.864000000000001
3306,182,31,106,24.044999999999998,Chirp,7,1,7,1.06828125
3280,176,34,77,24.045,Chirp,7,1,7,7.877000000000017
3281,176,34,77,24.046,Chirp,7,1,7,7.889999999999986
3306,182,31,106,24.046,Chirp,7,1,7,1.06828125
3306,182,31,106,24.046999999999997,Chirp,7,1,7,1.06828125
3282,176,34,77,24.047,Chirp,7,1,7,7.903000000000002
3283,176,34,79,24.048,Chirp,7,1,7,7.917999999999967
3306,182,31,106,24.048,Chirp,7,1,7,1.06828125
3284,176,34,77,24.049,Chirp,7,1,7,7.930999999999983
3306,182,31,106,24.049,Chirp,7,1,7,1.06828125
3285,176,34,77,24.049999999999997,Chirp,7,1,7,7.956999999999969
3306,182,31,106,24.049999999999997,Chirp,7,1,7,1.06828125
3285,176,34,77,24.051,Chirp,7,1,7,7.956999999999969
3306,182,31,106,24.051,Chirp,7,1,7,1.06828125
3287,176,34,77,24.052,Chirp,7,1,7,7.969999999999985
3306,182,31,106,24.052,Chirp,7,1,7,1.06828125
3306,182,31,106,24.052999999999997,Chirp,7,1,7,1.06828125
3288,176,34,80,24.053,Chirp,7,1,7,7.986000000000004
3289,176,34,77,24.054,Chirp,7,1,7,7.998999999999974
3306,182,31,106,24.054,Chirp,7,1,7,1.06828125
3290,176,34,77,24.055,Chirp,7,1,7,8.01199999999999
3306,182,31,106,24.055,Chirp,7,1,7,1.06828125
3291,176,34,78,24.055999999999997,Chirp,7,1,7,8.039999999999974
3306,182,31,106,24.055999999999997,Chirp,7,1,7,1.06828125
3291,176,34,78,24.057,Chirp,7,1,7,8.039999999999974
3306,182,31,106,24.057,Chirp,7,1,7,1.06828125
3293,176,34,81,24.058,Chirp,7,1,7,8.056999999999995
3306,182,31,106,24.058,Chirp,7,1,7,1.06828125
3306,182,31,106,24.058999999999997,Chirp,7,1,7,1.06828125
3294,176,34,77,24.059,Chirp,7,1,7,8.070000000000011
3295,176,34,77,24.06,Chirp,7,1,7,8.08299999999998
3306,182,31,106,24.06,Chirp,7,1,7,1.06828125
3296,176,34,78,24.061,Chirp,7,1,7,8.111000000000015
3306,182,31,106,24.061,Chirp,7,1,7,1.06828125
3306,182,31,106,24.061999999999998,Chirp,7,1,7,1.06828125
3296,176,34,78,24.062,Chirp,7,1,7,8.111000000000015
3298,176,34,77,24.063,Chirp,7,1,7,8.123999999999985
3306,182,31,106,24.063,Chirp,7,1,7,1.06828125
3299,176,34,81,24.064,Chirp,7,1,7,8.141000000000005
3306,182,31,106,24.064,Chirp,7,1,7,1.06828125
3306,182,31,106,24.064999999999998,Chirp,7,1,7,1.06828125
3300,176,34,77,24.065,Chirp,7,1,7,8.154000000000021
3301,176,34,78,24.066,Chirp,7,1,7,8.182000000000006
3306,182,31,106,24.066,Chirp,7,1,7,1.06828125
3301,176,34,78,24.067,Chirp,7,1,7,8.182000000000006
3306,182,31,106,24.067,Chirp,7,1,7,1.06828125
3306,182,31,106,24.067999999999998,Chirp,7,1,7,1.06828125
3303,176,34,78,24.068,Chirp,7,1,7,8.196000000000023
3304,176,34,81,24.069,Chirp,7,1,7,8.212999999999983
3306,182,31,106,24.069,Chirp,7,1,7,1.06828125
3305,176,34,77,24.07,Chirp,7,1,7,8.225999999999999
3306,182,31,106,24.07,Chirp,7,1,7,1.06828125
3308,176,34,78,24.071,Chirp,7,1,7,8.240000000000016
3306,182,31,106,24.071,Chirp,7,1,7,1.06828125
3313,176,34,78,24.072,Chirp,7,1,7,8.253999999999984
3309,182,31,106,24.072,Chirp,7,1,7,1.0684375
3314,176,34,78,24.073,Chirp,7,1,7,8.268
3315,182,31,108,24.073,Chirp,7,1,7,1.0884375
3317,176,34,80,24.074,Chirp,7,1,7,8.28400000000002
3315,182,31,108,24.074,Chirp,7,1,7,1.0884375
3322,176,34,77,24.075,Chirp,7,1,7,8.310000000000006
3318,182,31,108,24.075,Chirp,7,1,7,1.08859375
3322,176,34,77,24.076,Chirp,7,1,7,8.310000000000006
3318,182,31,108,24.076,Chirp,7,1,7,1.08859375
3326,176,34,78,24.077,Chirp,7,1,7,8.324000000000023
3324,182,31,110,24.077,Chirp,7,1,7,1.108671875
3329,176,34,77,24.078,Chirp,7,1,7,8.336999999999993
3327,182,31,111,24.078,Chirp,7,1,7,1.11875
3332,176,34,81,24.079,Chirp,7,1,7,8.354000000000013
3330,182,31,112,24.079,Chirp,7,1,7,1.128828125
3337,176,34,77,24.08,Chirp,7,1,7,8.366999999999983
3333,182,31,113,24.08,Chirp,7,1,7,1.138984375
3340,176,34,78,24.081,Chirp,7,1,7,8.381
3338,182,31,115,24.081,Chirp,7,1,7,1.1590625
3343,176,34,77,24.081999999999997,Chirp,7,1,7,8.406999999999986
3341,182,31,116,24.081999999999997,Chirp,7,1,7,1.169140625
3343,176,34,77,24.083,Chirp,7,1,7,8.406999999999986
3341,182,31,116,24.083,Chirp,7,1,7,1.169140625
3344,176,34,78,24.084,Chirp,7,1,7,8.421000000000003
3345,182,31,117,24.084,Chirp,7,1,7,1.17921875
3351,182,31,118,24.084999999999997,Chirp,7,1,7,1.189296875
3350,176,34,78,24.085,Chirp,7,1,7,8.43500000000002
3353,176,34,77,24.086,Chirp,7,1,7,8.44799999999999
3351,182,31,118,24.086,Chirp,7,1,7,1.189296875
3356,176,34,78,24.087,Chirp,7,1,7,8.476000000000024
3354,182,31,119,24.087,Chirp,7,1,7,1.199453125
3356,176,34,78,24.088,Chirp,7,1,7,8.476000000000024
3354,182,31,119,24.088,Chirp,7,1,7,1.199453125
3362,176,34,80,24.089,Chirp,7,1,7,8.491999999999987
3360,182,31,121,24.089,Chirp,7,1,7,1.21953125
3367,176,34,77,24.09,Chirp,7,1,7,8.518000000000018
3363,182,31,122,24.09,Chirp,7,1,7,1.229609375
3367,176,34,77,24.091,Chirp,7,1,7,8.518000000000018
3363,182,31,122,24.091,Chirp,7,1,7,1.229609375
3371,176,34,77,24.092,Chirp,7,1,7,8.530999999999988
3369,182,31,123,24.092,Chirp,7,1,7,1.2396875
3374,176,34,77,24.093,Chirp,7,1,7,8.544000000000004
3372,182,31,124,24.093,Chirp,7,1,7,1.249765625
3377,176,34,80,24.094,Chirp,7,1,7,8.560000000000024
3375,182,31,125,24.094,Chirp,7,1,7,1.25984375
3382,176,34,76,24.095,Chirp,7,1,7,8.571999999999996
3378,182,31,126,24.095,Chirp,7,1,7,1.269921875
3385,176,34,77,24.096,Chirp,7,1,7,8.585000000000012
3383,182,31,127,24.096,Chirp,7,1,7,1.279921875
3388,176,34,77,24.097,Chirp,7,1,7,8.598000000000027
3386,182,31,127,24.097,Chirp,7,1,7,1.279921875
3389,176,34,77,24.098,Chirp,7,1,7,8.610999999999997
3539,182,31,127,24.098,Chirp,7,1,7,1.27984375
3390,176,34,79,24.099,Chirp,7,1,7,8.626000000000015
3539,182,31,127,24.099,Chirp,7,1,7,1.27984375
3539,182,31,127,24.099999999999998,Chirp,7,1,7,1.27984375
3391,176,34,76,24.1,Chirp,7,1,7,8.63800000000003
3392,176,34,76,24.101,Chirp,7,1,7,8.650000000000002
3539,182,31,127,24.101,Chirp,7,1,7,1.27984375
3539,182,31,127,24.101999999999997,Chirp,7,1,7,1.27984375
3393,176,34,75,24.102,Chirp,7,1,7,8.661000000000016
3539,182,31,127,24.102999999999998,Chirp,7,1,7,1.27984375
3394,176,34,76,24.103,Chirp,7,1,7,8.67300000000003
3395,176,34,79,24.104,Chirp,7,1,7,8.687999999999995
3539,182,31,127,24.104,Chirp,7,1,7,1.27984375
3539,182,31,127,24.104999999999997,Chirp,7,1,7,1.27984375
3396,176,34,76,24.105,Chirp,7,1,7,8.70000000000001
3539,182,31,127,24.105999999999998,Chirp,7,1,7,1.27984375
3397,176,34,76,24.106,Chirp,7,1,7,8.712000000000025
3398,176,34,76,24.107,Chirp,7,1,7,8.723999999999997
3539,182,31,127,24.107,Chirp,7,1,7,1.27984375
3539,182,31,127,24.107999999999997,Chirp,7,1,7,1.27984375
3399,176,34,76,24.108,Chirp,7,1,7,8.736000000000011
3539,182,31,127,24.108999999999998,Chirp,7,1,7,1.27984375
3400,176,34,75,24.109,Chirp,7,1,7,8.747000000000025
3401,176,34,77,24.11,Chirp,7,1,7,8.759999999999994
3539,182,31,127,24.11,Chirp,7,1,7,1.27984375
3539,182,31,127,24.110999999999997,Chirp,7,1,7,1.27984375
3402,176,34,76,24.111,Chirp,7,1,7,8.77200000000001
3403,176,34,75,24.112,Chirp,7,1,7,8.782999999999983
3539,182,31,127,24.112,Chirp,7,1,7,1.27984375
3404,176,34,76,24.113,Chirp,7,1,7,8.794999999999998
3539,182,31,127,24.113,Chirp,7,1,7,1.27984375
3539,182,31,127,24.113999999999997,Chirp,7,1,7,1.27984375
3405,176,34,75,24.114,Chirp,7,1,7,8.806000000000012
3406,176,34,77,24.115,Chirp,7,1,7,8.818999999999981
3539,182,31,127,24.115,Chirp,7,1,7,1.27984375
3407,176,34,74,24.116,Chirp,7,1,7,8.828999999999994
3539,182,31,127,24.116,Chirp,7,1,7,1.27984375
3539,182,31,127,24.116999999999997,Chirp,7,1,7,1.27984375
3408,176,34,75,24.117,Chirp,7,1,7,8.840000000000007
3409,176,34,75,24.118,Chirp,7,1,7,8.850999999999981
3539,182,31,127,24.118,Chirp,7,1,7,1.27984375
3410,176,34,75,24.119,Chirp,7,1,7,8.861999999999995
3539,182,31,127,24.119,Chirp,7,1,7,1.27984375
3539,182,31,127,24.119999999999997,Chirp,7,1,7,1.27984375
3411,176,34,77,24.12,Chirp,7,1,7,8.87500000000001
3412,176,34,74,24.121,Chirp,7,1,7,8.884999999999987
3539,182,31,127,24.121,Chirp,7,1,7,1.27984375
3413,176,34,74,24.122,Chirp,7,1,7,8.895
3539,182,31,127,24.122,Chirp,7,1,7,1.27984375
3539,182,31,127,24.122999999999998,Chirp,7,1,7,1.27984375
3414,176,34,74,24.123,Chirp,7,1,7,8.905000000000012
3415,176,34,74,24.124,Chirp,7,1,7,8.914999999999988
3539,182,31,127,24.124,Chirp,7,1,7,1.27984375
3416,176,34,76,24.125,Chirp,7,1,7,8.927000000000003
3539,182,31,127,24.125,Chirp,7,1,7,1.27984375
3539,182,31,127,24.125999999999998,Chirp,7,1,7,1.27984375
3417,176,34,74,24.126,Chirp,7,1,7,8.937000000000015
3418,176,34,73,24.127,Chirp,7,1,7,8.945999999999994
3539,182,31,127,24.127,Chirp,7,1,7,1.27984375
3419,176,34,73,24.128,Chirp,7,1,7,8.955000000000005
3539,182,31,127,24.128,Chirp,7,1,7,1.27984375
3539,182,31,127,24.128999999999998,Chirp,7,1,7,1.27984375
3420,176,34,73,24.129,Chirp,7,1,7,8.964000000000016
3421,176,34,75,24.13,Chirp,7,1,7,8.97499999999999
3539,182,31,127,24.13,Chirp,7,1,7,1.27984375
3422,176,34,73,24.131,Chirp,7,1,7,8.984000000000002
3539,182,31,127,24.131,Chirp,7,1,7,1.27984375
3539,182,31,127,24.131999999999998,Chirp,7,1,7,1.27984375
3423,176,34,73,24.132,Chirp,7,1,7,8.993000000000013
3424,176,34,72,24.133,Chirp,7,1,7,9.000999999999994
3539,182,31,127,24.133,Chirp,7,1,7,1.27984375
3425,176,34,73,24.134,Chirp,7,1,7,9.010000000000005
3539,182,31,127,24.134,Chirp,7,1,7,1.27984375
3539,182,31,127,24.134999999999998,Chirp,7,1,7,1.27984375
3426,176,34,74,24.135,Chirp,7,1,7,9.020000000000017
3427,176,34,72,24.136,Chirp,7,1,7,9.027999999999999
3539,182,31,127,24.136,Chirp,7,1,7,1.27984375
3539,182,31,127,24.136999999999997,Chirp,7,1,7,1.27984375
3428,176,34,71,24.137,Chirp,7,1,7,9.035000000000007
3539,182,31,127,24.137999999999998,Chirp,7,1,7,1.27984375
3429,176,34,72,24.138,Chirp,7,1,7,9.043000000000017
3430,176,34,71,24.139,Chirp,7,1,7,9.05
3539,182,31,127,24.139,Chirp,7,1,7,1.27984375
3539,182,31,127,24.139999999999997,Chirp,7,1,7,1.27984375
3431,176,34,73,24.14,Chirp,7,1,7,9.059000000000012
3432,176,34,71,24.141,Chirp,7,1,7,9.065999999999995
3539,182,31,127,24.141,Chirp,7,1,7,1.27984375
3433,176,34,71,24.142,Chirp,7,1,7,9.073000000000004
3539,182,31,127,24.142,Chirp,7,1,7,1.27984375
3539,182,31,127,24.142999999999997,Chirp,7,1,7,1.27984375
3434,176,34,71,24.143,Chirp,7,1,7,9.080000000000013
3435,176,34,70,24.144,Chirp,7,1,7,9.085999999999999
3539,182,31,127,24.144,Chirp,7,1,7,1.27984375
3436,176,34,72,24.145,Chirp,7,1,7,9.094000000000008
3539,182,31,127,24.145,Chirp,7,1,7,1.27984375
3539,182,31,127,24.145999999999997,Chirp,7,1,7,1.27984375
3437,176,34,70,24.146,Chirp,7,1,7,9.100000000000016
3438,176,34,69,24.147,Chirp,7,1,7,9.105000000000004
3539,182,31,127,24.147,Chirp,7,1,7,1.27984375
3439,176,34,70,24.148,Chirp,7,1,7,9.111000000000011
3539,182,31,127,24.148,Chirp,7,1,7,1.27984375
3539,182,31,127,24.148999999999997,Chirp,7,1,7,1.27984375
3440,176,34,69,24.149,Chirp,7,1,7,9.116000000000017
3441,176,34,70,24.15,Chirp,7,1,7,9.122000000000003
3539,182,31,127,24.15,Chirp,7,1,7,1.27984375
3442,176,34,69,24.151,Chirp,7,1,7,9.12700000000001
3539,182,31,127,24.151,Chirp,7,1,7,1.27984375
3539,182,31,127,24.151999999999997,Chirp,7,1,7,1.27984375
3443,176,34,69,24.152,Chirp,7,1,7,9.132000000000016
3444,176,34,68,24.153,Chirp,7,1,7,9.136000000000006
3539,182,31,127,24.153,Chirp,7,1,7,1.27984375
3445,176,34,68,24.154,Chirp,7,1,7,9.140000000000011
3539,182,31,127,24.154,Chirp,7,1,7,1.27984375
3539,182,31,127,24.154999999999998,Chirp,7,1,7,1.27984375
3446,176,34,69,24.155,Chirp,7,1,7,9.145000000000017
3447,176,34,68,24.156,Chirp,7,1,7,9.149000000000008
3539,182,31,127,24.156,Chirp,7,1,7,1.27984375
3448,176,34,67,24.157,Chirp,7,1,7,9.152000000000012
3539,182,31,127,24.157,Chirp,7,1,7,1.27984375
3539,182,31,127,24.157999999999998,Chirp,7,1,7,1.27984375
3449,176,34,68,24.158,Chirp,7,1,7,9.156000000000017
3450,176,34,67,24.159,Chirp,7,1,7,9.15900000000001
3539,182,31,127,24.159,Chirp,7,1,7,1.27984375
3451,176,34,67,24.16,Chirp,7,1,7,9.162000000000013
3539,182,31,127,24.16,Chirp,7,1,7,1.27984375
3539,182,31,127,24.160999999999998,Chirp,7,1,7,1.27984375
3452,176,34,67,24.161,Chirp,7,1,7,9.165000000000017
3453,176,34,66,24.162,Chirp,7,1,7,9.169000000000015
3539,182,31,127,24.162,Chirp,7,1,7,1.27984375
3539,182,31,127,24.162999999999997,Chirp,7,1,7,1.27984375
3453,176,34,66,24.163,Chirp,7,1,7,9.169000000000015
3539,182,31,127,24.163999999999998,Chirp,7,1,7,1.27984375
3455,176,34,66,24.164,Chirp,7,1,7,9.171000000000017
3456,176,34,65,24.165,Chirp,7,1,7,9.172000000000015
3539,182,31,127,24.165,Chirp,7,1,7,1.27984375
3539,182,31,127,24.165999999999997,Chirp,7,1,7,1.27984375
3457,176,34,66,24.166,Chirp,7,1,7,9.174000000000017
3539,182,31,127,24.166999999999998,Chirp,7,1,7,1.27984375
3458,176,34,65,24.167,Chirp,7,1,7,9.175000000000018
3459,176,34,65,24.168,Chirp,7,1,7,9.176000000000016
3539,182,31,127,24.168,Chirp,7,1,7,1.27984375
3460,176,34,63,24.168999999999997,Chirp,7,1,7,9.172000000000015
3539,182,31,127,24.168999999999997,Chirp,7,1,7,1.27984375
3460,176,34,63,24.169999999999998,Chirp,7,1,7,9.172000000000015
3539,182,31,127,24.169999999999998,Chirp,7,1,7,1.27984375
3460,176,34,63,24.171,Chirp,7,1,7,9.172000000000015
3539,182,31,127,24.171,Chirp,7,1,7,1.27984375
3539,182,31,127,24.171999999999997,Chirp,7,1,7,1.27984375
3460,176,34,63,24.172,Chirp,7,1,7,9.172000000000015
3461,176,34,63,24.173,Chirp,7,1,7,9.170000000000016
3539,182,31,127,24.173,Chirp,7,1,7,1.27984375
3461,176,34,63,24.174,Chirp,7,1,7,9.170000000000016
3539,182,31,127,24.174,Chirp,7,1,7,1.27984375
3462,176,34,63,24.174999999999997,Chirp,7,1,7,9.168000000000017
3539,182,31,127,24.174999999999997,Chirp,7,1,7,1.27984375
3462,176,34,63,24.176,Chirp,7,1,7,9.168000000000017
3539,182,31,127,24.176,Chirp,7,1,7,1.27984375
3464,176,34,62,24.177,Chirp,7,1,7,9.164000000000012
3539,182,31,127,24.177,Chirp,7,1,7,1.27984375
3539,182,31,127,24.177999999999997,Chirp,7,1,7,1.27984375
3464,176,34,62,24.178,Chirp,7,1,7,9.164000000000012
3465,176,34,62,24.179,Chirp,7,1,7,9.162000000000017
3539,182,31,127,24.179,Chirp,7,1,7,1.27984375
3466,176,34,63,24.18,Chirp,7,1,7,9.161000000000016
3539,182,31,127,24.18,Chirp,7,1,7,1.27984375
3539,182,31,127,24.180999999999997,Chirp,7,1,7,1.27984375
3467,176,34,61,24.181,Chirp,7,1,7,9.158000000000012
3468,176,34,61,24.182,Chirp,7,1,7,9.155000000000019
3539,182,31,127,24.182,Chirp,7,1,7,1.27984375
3469,176,34,62,24.183,Chirp,7,1,7,9.153000000000016
3539,182,31,127,24.183,Chirp,7,1,7,1.27984375
3539,182,31,127,24.183999999999997,Chirp,7,1,7,1.27984375
3470,176,34,61,24.184,Chirp,7,1,7,9.150000000000013
3471,176,34,61,24.185,Chirp,7,1,7,9.14700000000002
3539,182,31,127,24.185,Chirp,7,1,7,1.27984375
3472,176,34,61,24.186,Chirp,7,1,7,9.144000000000016
3539,182,31,127,24.186,Chirp,7,1,7,1.27984375
3539,182,31,127,24.186999999999998,Chirp,7,1,7,1.27984375
3473,176,34,60,24.187,Chirp,7,1,7,9.140000000000011
3474,176,34,61,24.188,Chirp,7,1,7,9.137000000000018
3539,182,31,127,24.188,Chirp,7,1,7,1.27984375
3475,176,34,60,24.189,Chirp,7,1,7,9.133000000000013
3539,182,31,127,24.189,Chirp,7,1,7,1.27984375
3477,176,34,60,24.189999999999998,Chirp,7,1,7,9.125000000000018
3539,182,31,127,24.189999999999998,Chirp,7,1,7,1.27984375
3477,176,34,60,24.191,Chirp,7,1,7,9.125000000000018
3539,182,31,127,24.191,Chirp,7,1,7,1.27984375
3479,176,34,59,24.192,Chirp,7,1,7,9.120000000000012
3539,182,31,127,24.192,Chirp,7,1,7,1.27984375
3480,176,34,60,24.192999999999998,Chirp,7,1,7,9.112000000000016
3539,182,31,127,24.192999999999998,Chirp,7,1,7,1.27984375
3480,176,34,60,24.194,Chirp,7,1,7,9.112000000000016
3539,182,31,127,24.194,Chirp,7,1,7,1.27984375
3481,176,34,58,24.195,Chirp,7,1,7,9.106000000000009
3539,182,31,127,24.195,Chirp,7,1,7,1.27984375
3539,182,31,127,24.195999999999998,Chirp,7,1,7,1.27984375
3482,176,34,59,24.196,Chirp,7,1,7,9.101000000000003
3483,176,34,57,24.197,Chirp,7,1,7,9.094000000000019
3539,182,31,127,24.197,Chirp,7,1,7,1.27984375
3484,176,34,58,24.198,Chirp,7,1,7,9.088000000000012
3539,182,31,127,24.198,Chirp,7,1,7,1.27984375
3539,182,31,127,24.198999999999998,Chirp,7,1,7,1.27984375
3485,176,34,58,24.199,Chirp,7,1,7,9.082000000000004
3486,176,34,57,24.2,Chirp,7,1,7,9.07500000000002
3539,182,31,127,24.2,Chirp,7,1,7,1.27984375
3539,182,31,127,24.200999999999997,Chirp,7,1,7,1.27984375
3487,176,34,58,24.201,Chirp,7,1,7,9.069000000000013
3539,182,31,127,24.201999999999998,Chirp,7,1,7,1.27984375
3488,176,34,55,24.202,Chirp,7,1,7,9.060000000000002
3489,176,34,57,24.203,Chirp,7,1,7,9.053000000000019
3539,182,31,127,24.203,Chirp,7,1,7,1.27984375
3539,182,31,127,24.203999999999997,Chirp,7,1,7,1.27984375
3491,176,34,56,24.204,Chirp,7,1,7,9.045000000000009
3492,176,34,56,24.205,Chirp,7,1,7,9.037000000000027
3539,182,31,127,24.205,Chirp,7,1,7,1.27984375
3493,176,34,54,24.206,Chirp,7,1,7,9.027000000000015
3539,182,31,127,24.206,Chirp,7,1,7,1.27984375
