,Component_number,Position_number,Velocity,Time_stamp,Scratch_type,Trial_number,Group_number,No.,Position
10514,182,31,90,7.981999999999999,Flare,3,2,13,0.9071875
10462,176,34,67,7.982,Flare,3,2,13,6.459000000000001
10463,176,34,68,7.983,Flare,3,2,13,6.462999999999999
10514,182,31,90,7.983,Flare,3,2,13,0.9071875
10464,176,34,67,7.984,Flare,3,2,13,6.466
10514,182,31,90,7.984,Flare,3,2,13,0.9071875
10514,182,31,90,7.984999999999999,Flare,3,2,13,0.9071875
10465,176,34,69,7.985,Flare,3,2,13,6.471000000000002
10466,176,34,68,7.986,Flare,3,2,13,6.475
10514,182,31,90,7.986,Flare,3,2,13,0.9071875
10468,176,34,68,7.987,Flare,3,2,13,6.479000000000001
10514,182,31,90,7.987,Flare,3,2,13,0.9071875
10514,182,31,90,7.9879999999999995,Flare,3,2,13,0.9071875
10469,176,34,69,7.988,Flare,3,2,13,6.484000000000003
10470,176,34,69,7.989,Flare,3,2,13,6.489
10514,182,31,90,7.989,Flare,3,2,13,0.9071875
10514,182,31,90,7.989999999999999,Flare,3,2,13,0.9071875
10471,176,34,70,7.99,Flare,3,2,13,6.495000000000002
10472,176,34,69,7.991,Flare,3,2,13,6.505000000000001
10514,182,31,90,7.991,Flare,3,2,13,0.9071875
10472,176,34,69,7.992,Flare,3,2,13,6.505000000000001
10514,182,31,90,7.992,Flare,3,2,13,0.9071875
10514,182,31,90,7.992999999999999,Flare,3,2,13,0.9071875
10473,176,34,70,7.993,Flare,3,2,13,6.511000000000003
10475,176,34,70,7.994,Flare,3,2,13,6.5230000000000015
10514,182,31,90,7.994,Flare,3,2,13,0.9071875
10475,176,34,70,7.995,Flare,3,2,13,6.5230000000000015
10514,182,31,90,7.995,Flare,3,2,13,0.9071875
10477,176,34,70,7.9959999999999996,Flare,3,2,13,6.535
10514,182,31,90,7.9959999999999996,Flare,3,2,13,0.9071875
10477,176,34,70,7.997,Flare,3,2,13,6.535
10514,182,31,90,7.997,Flare,3,2,13,0.9071875
10479,176,34,70,7.997999999999999,Flare,3,2,13,6.546999999999999
10514,182,31,90,7.997999999999999,Flare,3,2,13,0.9071875
10479,176,34,70,7.999,Flare,3,2,13,6.546999999999999
10514,182,31,90,7.999,Flare,3,2,13,0.9071875
10481,176,34,72,8.0,Flare,3,2,13,6.5550000000000015
10514,182,31,90,8.0,Flare,3,2,13,0.9071875
10482,176,34,72,8.001,Flare,3,2,13,6.571000000000007
10514,182,31,90,8.001,Flare,3,2,13,0.9071875
10514,182,31,90,8.001999999999999,Flare,3,2,13,0.9071875
10482,176,34,72,8.002,Flare,3,2,13,6.571000000000007
10484,176,34,72,8.003,Flare,3,2,13,6.579000000000002
10514,182,31,90,8.003,Flare,3,2,13,0.9071875
10485,176,34,72,8.004,Flare,3,2,13,6.595000000000008
10514,182,31,90,8.004,Flare,3,2,13,0.9071875
10514,182,31,90,8.004999999999999,Flare,3,2,13,0.9071875
10485,176,34,72,8.005,Flare,3,2,13,6.595000000000008
10487,176,34,72,8.006,Flare,3,2,13,6.603000000000003
10514,182,31,90,8.006,Flare,3,2,13,0.9071875
10488,176,34,73,8.007,Flare,3,2,13,6.620999999999993
10514,182,31,90,8.007,Flare,3,2,13,0.9071875
10488,176,34,73,8.008,Flare,3,2,13,6.620999999999993
10514,182,31,90,8.008,Flare,3,2,13,0.9071875
10490,176,34,73,8.009,Flare,3,2,13,6.630000000000004
10514,182,31,90,8.009,Flare,3,2,13,0.9071875
10491,176,34,75,8.01,Flare,3,2,13,6.640999999999998
10514,182,31,90,8.01,Flare,3,2,13,0.9071875
10492,176,34,72,8.011,Flare,3,2,13,6.648999999999994
10514,182,31,90,8.011,Flare,3,2,13,0.9071875
10493,176,34,73,8.012,Flare,3,2,13,6.658000000000005
10514,182,31,90,8.012,Flare,3,2,13,0.9071875
10494,176,34,74,8.013,Flare,3,2,13,6.667999999999999
10514,182,31,90,8.013,Flare,3,2,13,0.9071875
10495,176,34,75,8.014,Flare,3,2,13,6.690000000000007
10514,182,31,90,8.014,Flare,3,2,13,0.9071875
10495,176,34,75,8.015,Flare,3,2,13,6.690000000000007
10514,182,31,90,8.015,Flare,3,2,13,0.9071875
10497,176,34,73,8.016,Flare,3,2,13,6.707999999999997
10514,182,31,90,8.016,Flare,3,2,13,0.9071875
10497,176,34,73,8.017,Flare,3,2,13,6.707999999999997
10514,182,31,90,8.017,Flare,3,2,13,0.9071875
10514,182,31,90,8.017999999999999,Flare,3,2,13,0.9071875
10499,176,34,75,8.018,Flare,3,2,13,6.71900000000001
10500,176,34,76,8.019,Flare,3,2,13,6.731000000000003
10514,182,31,90,8.019,Flare,3,2,13,0.9071875
10501,176,34,78,8.02,Flare,3,2,13,6.759000000000013
10514,182,31,90,8.02,Flare,3,2,13,0.9071875
10514,182,31,90,8.020999999999999,Flare,3,2,13,0.9071875
10501,176,34,78,8.021,Flare,3,2,13,6.759000000000013
10503,176,34,75,8.022,Flare,3,2,13,6.781000000000001
10514,182,31,90,8.022,Flare,3,2,13,0.9071875
10503,176,34,75,8.023,Flare,3,2,13,6.781000000000001
10514,182,31,90,8.023,Flare,3,2,13,0.9071875
10505,176,34,76,8.024,Flare,3,2,13,6.805000000000009
10514,182,31,90,8.024,Flare,3,2,13,0.9071875
10505,176,34,76,8.025,Flare,3,2,13,6.805000000000009
10514,182,31,90,8.025,Flare,3,2,13,0.9071875
10506,176,34,79,8.026,Flare,3,2,13,6.82
10514,182,31,90,8.026,Flare,3,2,13,0.9071875
10507,176,34,76,8.027,Flare,3,2,13,6.831999999999994
10514,182,31,90,8.027,Flare,3,2,13,0.9071875
10508,176,34,77,8.028,Flare,3,2,13,6.8450000000000095
10514,182,31,90,8.028,Flare,3,2,13,0.9071875
10509,176,34,76,8.029,Flare,3,2,13,6.857000000000003
10514,182,31,90,8.029,Flare,3,2,13,0.9071875
10511,176,34,80,8.03,Flare,3,2,13,6.872999999999994
10514,182,31,90,8.03,Flare,3,2,13,0.9071875
10512,176,34,77,8.031,Flare,3,2,13,6.88600000000001
10514,182,31,90,8.031,Flare,3,2,13,0.9071875
10513,176,34,78,8.032,Flare,3,2,13,6.913999999999994
10514,182,31,90,8.032,Flare,3,2,13,0.9071875
10513,176,34,78,8.033,Flare,3,2,13,6.913999999999994
10514,182,31,90,8.033,Flare,3,2,13,0.9071875
10516,176,34,77,8.034,Flare,3,2,13,6.92700000000001
10514,182,31,90,8.034,Flare,3,2,13,0.9071875
10519,176,34,78,8.035,Flare,3,2,13,6.9410000000000025
10517,182,31,92,8.035,Flare,3,2,13,0.927421875
10522,176,34,80,8.036,Flare,3,2,13,6.956999999999994
10520,182,31,95,8.036,Flare,3,2,13,0.957578125
10525,176,34,77,8.037,Flare,3,2,13,6.9700000000000095
10523,182,31,97,8.037,Flare,3,2,13,0.97765625
10528,176,34,78,8.038,Flare,3,2,13,6.984000000000002
10526,182,31,98,8.038,Flare,3,2,13,0.98796875
10534,176,34,78,8.039,Flare,3,2,13,7.011999999999986
10532,182,31,102,8.039,Flare,3,2,13,1.02828125
10534,176,34,78,8.04,Flare,3,2,13,7.011999999999986
10532,182,31,102,8.04,Flare,3,2,13,1.02828125
10540,176,34,80,8.041,Flare,3,2,13,7.028000000000006
10538,182,31,106,8.041,Flare,3,2,13,1.0684375
10543,176,34,79,8.042,Flare,3,2,13,7.0429999999999975
10541,182,31,108,8.042,Flare,3,2,13,1.08859375
10546,176,34,78,8.043,Flare,3,2,13,7.071000000000007
10544,182,31,110,8.043,Flare,3,2,13,1.10875
10546,176,34,78,8.044,Flare,3,2,13,7.071000000000007
10544,182,31,110,8.044,Flare,3,2,13,1.10875
10549,176,34,79,8.045,Flare,3,2,13,7.0859999999999985
10547,182,31,112,8.045,Flare,3,2,13,1.129140625
10555,176,34,82,8.046,Flare,3,2,13,7.1220000000000105
10553,182,31,117,8.046,Flare,3,2,13,1.179453125
10555,176,34,82,8.047,Flare,3,2,13,7.1220000000000105
10553,182,31,117,8.047,Flare,3,2,13,1.179453125
10561,176,34,79,8.048,Flare,3,2,13,7.137000000000002
10559,182,31,121,8.048,Flare,3,2,13,1.219609375
10564,176,34,79,8.049,Flare,3,2,13,7.151999999999994
10562,182,31,123,8.049,Flare,3,2,13,1.239765625
10567,176,34,79,8.05,Flare,3,2,13,7.167000000000012
10565,182,31,125,8.05,Flare,3,2,13,1.259921875
10570,176,34,81,8.051,Flare,3,2,13,7.184000000000003
10568,182,31,127,8.051,Flare,3,2,13,1.279921875
10573,176,34,79,8.052,Flare,3,2,13,7.1989999999999945
10571,182,31,127,8.052,Flare,3,2,13,1.27984375
10762,182,31,126,8.052999999999999,Flare,3,2,13,1.269765625
10574,176,34,79,8.053,Flare,3,2,13,7.214000000000013
10575,176,34,79,8.054,Flare,3,2,13,7.243999999999996
10762,182,31,126,8.054,Flare,3,2,13,1.269765625
10575,176,34,79,8.055,Flare,3,2,13,7.243999999999996
10762,182,31,126,8.055,Flare,3,2,13,1.269765625
10577,176,34,81,8.056,Flare,3,2,13,7.278000000000008
10762,182,31,126,8.056,Flare,3,2,13,1.269765625
10577,176,34,81,8.057,Flare,3,2,13,7.278000000000008
10762,182,31,126,8.057,Flare,3,2,13,1.269765625
10578,176,34,80,8.058,Flare,3,2,13,7.293999999999999
10762,182,31,126,8.058,Flare,3,2,13,1.269765625
10579,176,34,79,8.059,Flare,3,2,13,7.30899999999999
10762,182,31,126,8.059,Flare,3,2,13,1.269765625
10581,176,34,78,8.06,Flare,3,2,13,7.337
10762,182,31,126,8.06,Flare,3,2,13,1.269765625
10581,176,34,78,8.061,Flare,3,2,13,7.337
10762,182,31,126,8.061,Flare,3,2,13,1.269765625
10582,176,34,83,8.062,Flare,3,2,13,7.355999999999989
10762,182,31,126,8.062,Flare,3,2,13,1.269765625
10583,176,34,79,8.063,Flare,3,2,13,7.3710000000000075
10762,182,31,126,8.063,Flare,3,2,13,1.269765625
10584,176,34,79,8.064,Flare,3,2,13,7.385999999999999
10762,182,31,126,8.064,Flare,3,2,13,1.269765625
10585,176,34,78,8.065,Flare,3,2,13,7.3999999999999915
10762,182,31,126,8.065,Flare,3,2,13,1.269765625
10762,182,31,126,8.065999999999999,Flare,3,2,13,1.269765625
10586,176,34,79,8.066,Flare,3,2,13,7.41500000000001
10587,176,34,81,8.067,Flare,3,2,13,7.432
10762,182,31,126,8.067,Flare,3,2,13,1.269765625
10589,176,34,78,8.068,Flare,3,2,13,7.445999999999993
10762,182,31,126,8.068,Flare,3,2,13,1.269765625
10590,176,34,79,8.068999999999999,Flare,3,2,13,7.476000000000003
10762,182,31,126,8.068999999999999,Flare,3,2,13,1.269765625
10590,176,34,79,8.07,Flare,3,2,13,7.476000000000003
10762,182,31,126,8.07,Flare,3,2,13,1.269765625
10591,176,34,78,8.071,Flare,3,2,13,7.489999999999995
10762,182,31,126,8.071,Flare,3,2,13,1.269765625
10592,176,34,82,8.072,Flare,3,2,13,7.507999999999985
10762,182,31,126,8.072,Flare,3,2,13,1.269765625
10593,176,34,78,8.073,Flare,3,2,13,7.522000000000002
10762,182,31,126,8.073,Flare,3,2,13,1.269765625
10594,176,34,78,8.074,Flare,3,2,13,7.535999999999994
10762,182,31,126,8.074,Flare,3,2,13,1.269765625
10595,176,34,78,8.075,Flare,3,2,13,7.5499999999999865
10762,182,31,126,8.075,Flare,3,2,13,1.269765625
10597,176,34,81,8.076,Flare,3,2,13,7.583999999999998
10762,182,31,126,8.076,Flare,3,2,13,1.269765625
10597,176,34,81,8.077,Flare,3,2,13,7.583999999999998
10762,182,31,126,8.077,Flare,3,2,13,1.269765625
10599,176,34,78,8.078,Flare,3,2,13,7.59799999999999
10762,182,31,126,8.078,Flare,3,2,13,1.269765625
10600,176,34,77,8.079,Flare,3,2,13,7.611000000000006
10762,182,31,126,8.079,Flare,3,2,13,1.269765625
10601,176,34,77,8.08,Flare,3,2,13,7.623999999999999
10762,182,31,126,8.08,Flare,3,2,13,1.269765625
10602,176,34,80,8.081,Flare,3,2,13,7.63999999999999
10762,182,31,126,8.081,Flare,3,2,13,1.269765625
10762,182,31,126,8.081999999999999,Flare,3,2,13,1.269765625
10603,176,34,78,8.082,Flare,3,2,13,7.654000000000007
10604,176,34,77,8.083,Flare,3,2,13,7.667
10762,182,31,126,8.083,Flare,3,2,13,1.269765625
10605,176,34,77,8.084,Flare,3,2,13,7.679999999999993
10762,182,31,126,8.084,Flare,3,2,13,1.269765625
10606,176,34,76,8.084999999999999,Flare,3,2,13,7.704000000000001
10762,182,31,126,8.084999999999999,Flare,3,2,13,1.269765625
10606,176,34,76,8.086,Flare,3,2,13,7.704000000000001
10762,182,31,126,8.086,Flare,3,2,13,1.269765625
10608,176,34,79,8.087,Flare,3,2,13,7.718999999999992
10762,182,31,126,8.087,Flare,3,2,13,1.269765625
10609,176,34,76,8.088,Flare,3,2,13,7.730999999999986
10762,182,31,126,8.088,Flare,3,2,13,1.269765625
10610,176,34,77,8.089,Flare,3,2,13,7.7440000000000015
10762,182,31,126,8.089,Flare,3,2,13,1.269765625
10611,176,34,76,8.09,Flare,3,2,13,7.755999999999995
10762,182,31,126,8.09,Flare,3,2,13,1.269765625
10612,176,34,76,8.091,Flare,3,2,13,7.767999999999988
10762,182,31,126,8.091,Flare,3,2,13,1.269765625
10613,176,34,78,8.092,Flare,3,2,13,7.782000000000005
10762,182,31,126,8.092,Flare,3,2,13,1.269765625
10614,176,34,76,8.093,Flare,3,2,13,7.793999999999999
10762,182,31,126,8.093,Flare,3,2,13,1.269765625
10615,176,34,76,8.094,Flare,3,2,13,7.805999999999992
10762,182,31,126,8.094,Flare,3,2,13,1.269765625
10616,176,34,76,8.095,Flare,3,2,13,7.818000000000007
10762,182,31,126,8.095,Flare,3,2,13,1.269765625
10617,176,34,75,8.096,Flare,3,2,13,7.829000000000001
10762,182,31,126,8.096,Flare,3,2,13,1.269765625
10618,176,34,78,8.097,Flare,3,2,13,7.842999999999993
10762,182,31,126,8.097,Flare,3,2,13,1.269765625
10762,182,31,126,8.097999999999999,Flare,3,2,13,1.269765625
10619,176,34,75,8.098,Flare,3,2,13,7.854000000000006
10620,176,34,74,8.099,Flare,3,2,13,7.864000000000001
10762,182,31,126,8.099,Flare,3,2,13,1.269765625
10621,176,34,74,8.1,Flare,3,2,13,7.873999999999995
10762,182,31,126,8.1,Flare,3,2,13,1.269765625
10622,176,34,74,8.100999999999999,Flare,3,2,13,7.894000000000002
10762,182,31,126,8.100999999999999,Flare,3,2,13,1.269765625
10622,176,34,74,8.102,Flare,3,2,13,7.894000000000002
10762,182,31,126,8.102,Flare,3,2,13,1.269765625
10624,176,34,73,8.103,Flare,3,2,13,7.902999999999997
10762,182,31,126,8.103,Flare,3,2,13,1.269765625
10625,176,34,73,8.104,Flare,3,2,13,7.911999999999992
10762,182,31,126,8.104,Flare,3,2,13,1.269765625
10626,176,34,74,8.105,Flare,3,2,13,7.922000000000004
10762,182,31,126,8.105,Flare,3,2,13,1.269765625
10627,176,34,73,8.106,Flare,3,2,13,7.930999999999999
10762,182,31,126,8.106,Flare,3,2,13,1.269765625
10628,176,34,76,8.107,Flare,3,2,13,7.9429999999999925
10762,182,31,126,8.107,Flare,3,2,13,1.269765625
10629,176,34,73,8.108,Flare,3,2,13,7.9520000000000035
10762,182,31,126,8.108,Flare,3,2,13,1.269765625
10630,176,34,73,8.109,Flare,3,2,13,7.9609999999999985
10762,182,31,126,8.109,Flare,3,2,13,1.269765625
10631,176,34,73,8.11,Flare,3,2,13,7.9699999999999935
10762,182,31,126,8.11,Flare,3,2,13,1.269765625
10632,176,34,73,8.111,Flare,3,2,13,7.9790000000000045
10762,182,31,126,8.111,Flare,3,2,13,1.269765625
10633,176,34,74,8.112,Flare,3,2,13,7.9989999999999934
10762,182,31,126,8.112,Flare,3,2,13,1.269765625
10633,176,34,74,8.113,Flare,3,2,13,7.9989999999999934
10762,182,31,126,8.113,Flare,3,2,13,1.269765625
10762,182,31,126,8.113999999999999,Flare,3,2,13,1.269765625
10635,176,34,72,8.114,Flare,3,2,13,8.007000000000003
10636,176,34,72,8.115,Flare,3,2,13,8.014999999999999
10762,182,31,126,8.115,Flare,3,2,13,1.269765625
10637,176,34,71,8.116,Flare,3,2,13,8.021999999999995
10762,182,31,126,8.116,Flare,3,2,13,1.269765625
10762,182,31,126,8.116999999999999,Flare,3,2,13,1.269765625
10638,176,34,74,8.117,Flare,3,2,13,8.032000000000007
10639,176,34,72,8.118,Flare,3,2,13,8.040000000000003
10762,182,31,126,8.118,Flare,3,2,13,1.269765625
10640,176,34,71,8.119,Flare,3,2,13,8.046999999999999
10762,182,31,126,8.119,Flare,3,2,13,1.269765625
10641,176,34,72,8.12,Flare,3,2,13,8.054999999999994
10762,182,31,126,8.12,Flare,3,2,13,1.269765625
10642,176,34,71,8.121,Flare,3,2,13,8.062000000000003
10762,182,31,126,8.121,Flare,3,2,13,1.269765625
10643,176,34,72,8.122,Flare,3,2,13,8.069999999999999
10762,182,31,126,8.122,Flare,3,2,13,1.269765625
10644,176,34,71,8.123,Flare,3,2,13,8.084000000000003
10762,182,31,126,8.123,Flare,3,2,13,1.269765625
10644,176,34,71,8.124,Flare,3,2,13,8.084000000000003
10762,182,31,126,8.124,Flare,3,2,13,1.269765625
10646,176,34,70,8.125,Flare,3,2,13,8.09
10762,182,31,126,8.125,Flare,3,2,13,1.269765625
10647,176,34,71,8.126,Flare,3,2,13,8.096999999999996
10762,182,31,126,8.126,Flare,3,2,13,1.269765625
10762,182,31,126,8.126999999999999,Flare,3,2,13,1.269765625
10648,176,34,72,8.127,Flare,3,2,13,8.105000000000006
10649,176,34,70,8.128,Flare,3,2,13,8.111000000000002
10762,182,31,126,8.128,Flare,3,2,13,1.269765625
10650,176,34,71,8.129,Flare,3,2,13,8.117999999999999
10762,182,31,126,8.129,Flare,3,2,13,1.269765625
10762,182,31,126,8.129999999999999,Flare,3,2,13,1.269765625
10651,176,34,70,8.13,Flare,3,2,13,8.124000000000006
10652,176,34,70,8.131,Flare,3,2,13,8.130000000000003
10762,182,31,126,8.131,Flare,3,2,13,1.269765625
10653,176,34,71,8.132,Flare,3,2,13,8.136999999999999
10762,182,31,126,8.132,Flare,3,2,13,1.269765625
10654,176,34,70,8.133,Flare,3,2,13,8.142999999999995
10762,182,31,126,8.133,Flare,3,2,13,1.269765625
10655,176,34,69,8.134,Flare,3,2,13,8.148000000000001
10762,182,31,126,8.134,Flare,3,2,13,1.269765625
10656,176,34,69,8.135,Flare,3,2,13,8.152999999999999
10762,182,31,126,8.135,Flare,3,2,13,1.269765625
10657,176,34,70,8.136,Flare,3,2,13,8.158999999999995
10762,182,31,126,8.136,Flare,3,2,13,1.269765625
10658,176,34,70,8.137,Flare,3,2,13,8.165000000000003
10762,182,31,126,8.137,Flare,3,2,13,1.269765625
10659,176,34,69,8.138,Flare,3,2,13,8.17
10762,182,31,126,8.138,Flare,3,2,13,1.269765625
10660,176,34,69,8.139,Flare,3,2,13,8.174999999999997
10762,182,31,126,8.139,Flare,3,2,13,1.269765625
10661,176,34,69,8.14,Flare,3,2,13,8.180000000000003
10762,182,31,126,8.14,Flare,3,2,13,1.269765625
10662,176,34,69,8.141,Flare,3,2,13,8.185
10762,182,31,126,8.141,Flare,3,2,13,1.269765625
10663,176,34,70,8.142,Flare,3,2,13,8.190999999999997
10762,182,31,126,8.142,Flare,3,2,13,1.269765625
10762,182,31,126,8.142999999999999,Flare,3,2,13,1.269765625
10664,176,34,68,8.143,Flare,3,2,13,8.195000000000002
10665,176,34,69,8.144,Flare,3,2,13,8.2
10762,182,31,126,8.144,Flare,3,2,13,1.269765625
10666,176,34,69,8.145,Flare,3,2,13,8.204999999999997
10762,182,31,126,8.145,Flare,3,2,13,1.269765625
10667,176,34,68,8.145999999999999,Flare,3,2,13,8.213
10762,182,31,126,8.145999999999999,Flare,3,2,13,1.269765625
10667,176,34,68,8.147,Flare,3,2,13,8.213
10762,182,31,126,8.147,Flare,3,2,13,1.269765625
10669,176,34,69,8.148,Flare,3,2,13,8.217999999999996
10762,182,31,126,8.148,Flare,3,2,13,1.269765625
10670,176,34,68,8.149,Flare,3,2,13,8.221999999999994
10762,182,31,126,8.149,Flare,3,2,13,1.269765625
10671,176,34,68,8.15,Flare,3,2,13,8.225999999999999
10762,182,31,126,8.15,Flare,3,2,13,1.269765625
10672,176,34,67,8.151,Flare,3,2,13,8.228999999999997
10762,182,31,126,8.151,Flare,3,2,13,1.269765625
10673,176,34,68,8.152,Flare,3,2,13,8.232999999999995
10762,182,31,126,8.152,Flare,3,2,13,1.269765625
10674,176,34,68,8.153,Flare,3,2,13,8.237
10762,182,31,126,8.153,Flare,3,2,13,1.269765625
10675,176,34,68,8.154,Flare,3,2,13,8.240999999999998
10762,182,31,126,8.154,Flare,3,2,13,1.269765625
10676,176,34,68,8.155,Flare,3,2,13,8.244999999999996
10762,182,31,126,8.155,Flare,3,2,13,1.269765625
10677,176,34,68,8.156,Flare,3,2,13,8.249
10762,182,31,126,8.156,Flare,3,2,13,1.269765625
10678,176,34,68,8.157,Flare,3,2,13,8.252999999999998
10762,182,31,126,8.157,Flare,3,2,13,1.269765625
10679,176,34,68,8.158,Flare,3,2,13,8.256999999999996
10762,182,31,126,8.158,Flare,3,2,13,1.269765625
10762,182,31,126,8.158999999999999,Flare,3,2,13,1.269765625
10680,176,34,67,8.159,Flare,3,2,13,8.26
10681,176,34,68,8.16,Flare,3,2,13,8.263999999999998
10762,182,31,126,8.16,Flare,3,2,13,1.269765625
10682,176,34,67,8.161,Flare,3,2,13,8.266999999999996
10762,182,31,126,8.161,Flare,3,2,13,1.269765625
10762,182,31,126,8.161999999999999,Flare,3,2,13,1.269765625
10683,176,34,68,8.162,Flare,3,2,13,8.271
10684,176,34,69,8.163,Flare,3,2,13,8.275999999999998
10762,182,31,126,8.163,Flare,3,2,13,1.269765625
10685,176,34,68,8.164,Flare,3,2,13,8.279999999999996
10762,182,31,126,8.164,Flare,3,2,13,1.269765625
10686,176,34,67,8.165,Flare,3,2,13,8.282999999999994
10762,182,31,126,8.165,Flare,3,2,13,1.269765625
10687,176,34,68,8.166,Flare,3,2,13,8.286999999999999
10762,182,31,126,8.166,Flare,3,2,13,1.269765625
10688,176,34,68,8.167,Flare,3,2,13,8.290999999999997
10762,182,31,126,8.167,Flare,3,2,13,1.269765625
10689,176,34,68,8.168,Flare,3,2,13,8.294999999999995
10762,182,31,126,8.168,Flare,3,2,13,1.269765625
10690,176,34,68,8.169,Flare,3,2,13,8.299
10762,182,31,126,8.169,Flare,3,2,13,1.269765625
10691,176,34,68,8.17,Flare,3,2,13,8.302999999999997
10762,182,31,126,8.17,Flare,3,2,13,1.269765625
10692,176,34,67,8.171,Flare,3,2,13,8.305999999999996
10762,182,31,126,8.171,Flare,3,2,13,1.269765625
10693,176,34,68,8.172,Flare,3,2,13,8.31
10762,182,31,126,8.172,Flare,3,2,13,1.269765625
10694,176,34,68,8.173,Flare,3,2,13,8.313999999999998
10762,182,31,126,8.173,Flare,3,2,13,1.269765625
10695,176,34,67,8.174,Flare,3,2,13,8.316999999999997
10762,182,31,126,8.174,Flare,3,2,13,1.269765625
10762,182,31,126,8.174999999999999,Flare,3,2,13,1.269765625
10696,176,34,68,8.175,Flare,3,2,13,8.321000000000002
10697,176,34,68,8.176,Flare,3,2,13,8.325
10762,182,31,126,8.176,Flare,3,2,13,1.269765625
10698,176,34,68,8.177,Flare,3,2,13,8.328999999999997
10762,182,31,126,8.177,Flare,3,2,13,1.269765625
10762,182,31,126,8.177999999999999,Flare,3,2,13,1.269765625
10699,176,34,68,8.178,Flare,3,2,13,8.333000000000002
10700,176,34,68,8.179,Flare,3,2,13,8.337
10762,182,31,126,8.179,Flare,3,2,13,1.269765625
10701,176,34,68,8.18,Flare,3,2,13,8.340999999999998
10762,182,31,126,8.18,Flare,3,2,13,1.269765625
10702,176,34,69,8.181,Flare,3,2,13,8.345999999999995
10762,182,31,126,8.181,Flare,3,2,13,1.269765625
10703,176,34,68,8.182,Flare,3,2,13,8.35
10762,182,31,126,8.182,Flare,3,2,13,1.269765625
10704,176,34,69,8.183,Flare,3,2,13,8.354999999999997
10762,182,31,126,8.183,Flare,3,2,13,1.269765625
10705,176,34,68,8.184,Flare,3,2,13,8.358999999999995
10762,182,31,126,8.184,Flare,3,2,13,1.269765625
10706,176,34,69,8.185,Flare,3,2,13,8.364
10762,182,31,126,8.185,Flare,3,2,13,1.269765625
10707,176,34,68,8.186,Flare,3,2,13,8.367999999999999
10762,182,31,126,8.186,Flare,3,2,13,1.269765625
10708,176,34,69,8.187,Flare,3,2,13,8.372999999999996
10762,182,31,126,8.187,Flare,3,2,13,1.269765625
10709,176,34,70,8.188,Flare,3,2,13,8.379000000000003
10762,182,31,126,8.188,Flare,3,2,13,1.269765625
10710,176,34,68,8.189,Flare,3,2,13,8.383000000000001
10762,182,31,126,8.189,Flare,3,2,13,1.269765625
10711,176,34,69,8.19,Flare,3,2,13,8.387999999999998
10762,182,31,126,8.19,Flare,3,2,13,1.269765625
10762,182,31,126,8.190999999999999,Flare,3,2,13,1.269765625
10712,176,34,69,8.191,Flare,3,2,13,8.393000000000004
10713,176,34,69,8.192,Flare,3,2,13,8.402999999999999
10762,182,31,126,8.192,Flare,3,2,13,1.269765625
10713,176,34,69,8.193,Flare,3,2,13,8.402999999999999
10762,182,31,126,8.193,Flare,3,2,13,1.269765625
10762,182,31,126,8.193999999999999,Flare,3,2,13,1.269765625
10714,176,34,69,8.194,Flare,3,2,13,8.408000000000005
10716,176,34,69,8.195,Flare,3,2,13,8.413000000000002
10762,182,31,126,8.195,Flare,3,2,13,1.269765625
10717,176,34,69,8.196,Flare,3,2,13,8.422999999999996
10762,182,31,126,8.196,Flare,3,2,13,1.269765625
10717,176,34,69,8.197,Flare,3,2,13,8.422999999999996
10762,182,31,126,8.197,Flare,3,2,13,1.269765625
10719,176,34,70,8.198,Flare,3,2,13,8.429000000000004
10762,182,31,126,8.198,Flare,3,2,13,1.269765625
10720,176,34,70,8.199,Flare,3,2,13,8.435
10762,182,31,126,8.199,Flare,3,2,13,1.269765625
10721,176,34,70,8.2,Flare,3,2,13,8.440999999999997
10762,182,31,126,8.2,Flare,3,2,13,1.269765625
10722,176,34,70,8.201,Flare,3,2,13,8.447000000000005
10762,182,31,126,8.201,Flare,3,2,13,1.269765625
10723,176,34,70,8.202,Flare,3,2,13,8.453000000000001
10762,182,31,126,8.202,Flare,3,2,13,1.269765625
10724,176,34,70,8.203,Flare,3,2,13,8.458999999999998
10762,182,31,126,8.203,Flare,3,2,13,1.269765625
10725,176,34,72,8.204,Flare,3,2,13,8.467000000000008
10762,182,31,126,8.204,Flare,3,2,13,1.269765625
10726,176,34,70,8.205,Flare,3,2,13,8.473000000000004
10762,182,31,126,8.205,Flare,3,2,13,1.269765625
10727,176,34,70,8.206,Flare,3,2,13,8.479000000000001
10762,182,31,126,8.206,Flare,3,2,13,1.269765625
10728,176,34,70,8.206999999999999,Flare,3,2,13,8.491000000000005
10762,182,31,126,8.206999999999999,Flare,3,2,13,1.269765625
10728,176,34,70,8.208,Flare,3,2,13,8.491000000000005
10762,182,31,126,8.208,Flare,3,2,13,1.269765625
10730,176,34,72,8.209,Flare,3,2,13,8.499
10762,182,31,126,8.209,Flare,3,2,13,1.269765625
10762,182,31,126,8.209999999999999,Flare,3,2,13,1.269765625
10731,176,34,71,8.21,Flare,3,2,13,8.506000000000009
10732,176,34,71,8.211,Flare,3,2,13,8.513000000000005
10762,182,31,126,8.211,Flare,3,2,13,1.269765625
10733,176,34,71,8.212,Flare,3,2,13,8.520000000000001
10762,182,31,126,8.212,Flare,3,2,13,1.269765625
